"CID10","OPC","CAT","SUBCAT","DESCR","RESTRSEXO"
"V766","","N","S","V76.6 Passageiro acid trans","5"
"V767","","N","S","V76.7 Pessoa viajando ext veic acid trans","5"
"V769","","N","S","V76.9 Ocupante NE acid trans","5"
"V77","","S","N","V77   Ocup onibus traum colis objeto fixo parado","5"
"V770","","N","S","V77.0 Condutor acid n-trans","5"
"V771","","N","S","V77.1 Passageiro acid n-trans","5"
"V772","","N","S","V77.2 Pessoa viajando ext veic acid n-trans","5"
"V773","","N","S","V77.3 Ocupante NE acid n-trans","5"
"V774","","N","S","V77.4 Pessoa ao subir ou descer do veic","5"
"V775","","N","S","V77.5 Condutor acid trans","5"
"V776","","N","S","V77.6 Passageiro acid trans","5"
"V777","","N","S","V77.7 Pessoa viajando ext veic acid trans","5"
"V779","","N","S","V77.9 Ocupante NE acid trans","5"
"V78","","S","N","V78   Ocup onibus traum acid transp s/colis","5"
"V780","","N","S","V78.0 Condutor acid n-trans","5"
"V781","","N","S","V78.1 Passageiro acid n-trans","5"
"V782","","N","S","V78.2 Pessoa viajando ext veic acid n-trans","5"
"V783","","N","S","V78.3 Ocupante NE acid n-trans","5"
"V784","","N","S","V78.4 Pessoa ao subir ou descer do veic","5"
"V785","","N","S","V78.5 Condutor acid trans","5"
"V786","","N","S","V78.6 Passageiro acid trans","5"
"V787","","N","S","V78.7 Pessoa viajando ext veic acid trans","5"
"V789","","N","S","V78.9 Ocupante NE acid trans","5"
"V79","","S","N","V79   Ocup onibus traum outr acid transp e NE","5"
"V790","","N","S","V79.0 Condutor colis outr veic NE mot acid n-trans","5"
"V791","","N","S","V79.1 Passageiro colis outr veic NE mot ac n-trans","5"
"V792","","N","S","V79.2 Ocupante NE colis out veic NE mot ac n-trans","5"
"V793","","N","S","V79.3 Ocupante acid NE e n-trans","5"
"V794","","N","S","V79.4 Condutor colis outr veic NE mot acid trans","5"
"V795","","N","S","V79.5 Passageiro colis outr veic NE mot acid trans","5"
"V796","","N","S","V79.6 Ocupante NE colis out veic NE mot acid trans","5"
"V798","","N","S","V79.8 Ocupante outr acid trans espec","5"
"V799","","N","S","V79.9 Ocupante acid trans NE","5"
"V80","","S","N","V80   Pess mont anim oc veic anim traum ac transp","5"
"V800","","N","S","V80.0 Acid trans s/colis","5"
"V801","","N","S","V80.1 Colis pedestre ou animal","5"
"V802","","N","S","V80.2 Colis outr veic a pedal","5"
"V803","","N","S","V80.3 Colis veic mot de 2 ou 3 rodas","5"
"V804","","N","S","V80.4 Colis autom caminhon veic trans pesad onibus","5"
"V805","","N","S","V80.5 Colis veic mot espec","5"
"V806","","N","S","V80.6 Colis trem veic ferroviario","5"
"V807","","N","S","V80.7 Colis outr veic n-mot","5"
"V808","","N","S","V80.8 Colis objeto fixo ou parado","5"
"V809","","N","S","V80.9 Outr acid transp e NE","5"
"V81","","S","N","V81   Ocup trem veic ferroviario traum acid transp","5"
"V810","","N","S","V81.0 Colis veic mot acid n-trans","5"
"V811","","N","S","V81.1 Colis veic mot acid trans","5"
"V812","","N","S","V81.2 Colis ou atingido material rodante","5"
"V813","","N","S","V81.3 Colis outr objeto","5"
"V814","","N","S","V81.4 Pessoa ao subir ou descer trem veic ferrov","5"
"V815","","N","S","V81.5 Queda no interior trem veic ferroviario","5"
"V816","","N","S","V81.6 Queda trem veic ferroviario","5"
"V817","","N","S","V81.7 Descarrilhamento s/colis antecedente","5"
"V818","","N","S","V81.8 Outr acid ferroviario espec","5"
"V819","","N","S","V81.9 Acid ferroviario NE","5"
"V82","","S","N","V82   Ocup de um bonde traum acid transp","5"
"V820","","N","S","V82.0 Colis veic mot acid n-trans","5"
"V821","","N","S","V82.1 Colis veic mot acid trans","5"
"V822","","N","S","V82.2 Colis ou atingido material rodante","5"
"V823","","N","S","V82.3 Colis outr objeto","5"
"V824","","N","S","V82.4 Pessoa ao subir ou descer bonde","5"
"V825","","N","S","V82.5 Queda no interior bonde","5"
"V826","","N","S","V82.6 Queda bonde","5"
"V827","","N","S","V82.7 Descarrilhamento s/colis antecedente","5"
"V828","","N","S","V82.8 Outr acid transp espec","5"
"V829","","N","S","V82.9 Acid trans NE","5"
"V83","","S","N","V83   Ocup veic esp mot area ind traum ac transp","5"
"V830","","N","S","V83.0 Condutor acid trans","5"
"V831","","N","S","V83.1 Passageiro acid trans","5"
"V832","","N","S","V83.2 Pessoa viajando ext veic acid trans","5"
"V833","","N","S","V83.3 Ocupante NE acid trans","5"
"V834","","N","S","V83.4 Pessoa ao subir ou descer veic","5"
"V835","","N","S","V83.5 Condutor acid n-trans","5"
"V836","","N","S","V83.6 Passageiro acid n-trans","5"
"V837","","N","S","V83.7 Pessoa viajando ext veic acid n-trans","5"
"V839","","N","S","V83.9 Ocupante NE acid n-trans","5"
"V84","","S","N","V84   Ocup veic esp mot uso agric traum acid trans","5"
"V840","","N","S","V84.0 Condutor acid trans","5"
"V841","","N","S","V84.1 Passageiro acid trans","5"
"V842","","N","S","V84.2 Pessoa viajando ext veic acid trans","5"
"V843","","N","S","V84.3 Ocupante NE acid trans","5"
"V844","","N","S","V84.4 Pessoa ao subir ou descer veic","5"
"V845","","N","S","V84.5 Condutor acid n-trans","5"
"V846","","N","S","V84.6 Passageiro acid n-trans","5"
"V847","","N","S","V84.7 Pessoa viajando ext veic acid n-trans","5"
"V849","","N","S","V84.9 Ocupante NE acid n-trans","5"
"V85","","S","N","V85   Ocup veic mot esp constr traum acid tansp","5"
"V850","","N","S","V85.0 Condutor acid trans","5"
"V851","","N","S","V85.1 Passageiro acid trans","5"
"V852","","N","S","V85.2 Pessoa viajando ext veic acid trans","5"
"V853","","N","S","V85.3 Ocupante NE acid trans","5"
"V854","","N","S","V85.4 Pessoa ao subir ou descer veic","5"
"V855","","N","S","V85.5 Condutor acid n-trans","5"
"V856","","N","S","V85.6 Passageiro acid n-trans","5"
"V857","","N","S","V85.7 Pessoa viajando ext veic acid n-trans","5"
"V859","","N","S","V85.9 Ocupante NE acid n-trans","5"
"V86","","S","N","V86   Ocup veic outr uso n-via pub traum ac transp","5"
"V860","","N","S","V86.0 Condutor acid trans","5"
"V861","","N","S","V86.1 Passageiro acid trans","5"
"V862","","N","S","V86.2 Pessoa viajando ext veic acid trans","5"
"V863","","N","S","V86.3 Ocupante NE acid trans","5"
"V864","","N","S","V86.4 Pessoa ao subir ou descer veic","5"
"V865","","N","S","V86.5 Condutor acid n-trans","5"
"V866","","N","S","V86.6 Passageiro acid n-trans","5"
"V867","","N","S","V86.7 Pessoa viajando ext veic acid n-trans","5"
"V869","","N","S","V86.9 Ocupante NE acid n-trans","5"
"V87","","S","N","V87   Acid trans tipo espec desconh mod transp vit","5"
"V870","","N","S","V87.0 Colis automovel e veic a motor 2 3 rodas","5"
"V871","","N","S","V87.1 Colis outr veic mot e veic a motor 2 3 rodas","5"
"V872","","N","S","V87.2 Colis entre automovel e caminhonete","5"
"V873","","N","S","V87.3 Colis entre automovel e onibus","5"
"V874","","N","S","V87.4 Colis entre automovel e veic transp pesado","5"
"V875","","N","S","V87.5 Colis entre veic transp pesado e onibus","5"
"V876","","N","S","V87.6 Colis entre trem veic ferroviario e automov","5"
"V877","","N","S","V87.7 Colis entre outr veic mot esp","5"
"V878","","N","S","V87.8 Outr acid transp espec veic motor s/colis","5"
"V879","","N","S","V87.9 Outr acid transp espec envolv veic n-mot","5"
"V88","","S","N","V88   Ac n-trans tipo espec desconh mod transp vit","5"
"V880","","N","S","V88.0 Colis automovel e veic a motor 2 3 rodas","5"
"V881","","N","S","V88.1 Colis outr veic mot e veic a motor 2 3 rodas","5"
"V882","","N","S","V88.2 Colis entre automovel e caminhonete","5"
"V883","","N","S","V88.3 Colis entre automovel e onibus","5"
"V884","","N","S","V88.4 Colis entre automovel e veic transp pesado","5"
"V885","","N","S","V88.5 Colis entre veic transp pesado e onibus","5"
"V886","","N","S","V88.6 Colis entre trem veic ferroviario e automov","5"
"V887","","N","S","V88.7 Colis entre outr veic mot esp","5"
"V888","","N","S","V88.8 Outr acid transp espec veic motor s/colis","5"
"V889","","N","S","V88.9 Outr acid transp espec envolv veic n-mot","5"
"V89","","S","N","V89   Acid veic mot n-mot tipos de veic NE","5"
"V890","","N","S","V89.0 Acid veic mot NE n-trans","5"
"V891","","N","S","V89.1 Acid veic n-mot NE n-trans","5"
"V892","","N","S","V89.2 Acid trans veic mot NE","5"
"V893","","N","S","V89.3 Acid trans veic n-mot NE","5"
"V899","","N","S","V89.9 Acid veic NE","5"
"V90","","S","N","V90   Acid embarcacao caus afogamento submersao","5"
"V900","","N","S","V90.0 Navio mercante","5"
"V901","","N","S","V90.1 Navio de passageiros","5"
"V902","","N","S","V90.2 Barco de pesca","5"
"V903","","N","S","V90.3 Outr embarcacoes a motor","5"
"V904","","N","S","V90.4 Barco a vela","5"
"V905","","N","S","V90.5 Caiaque ou canoa","5"
"V906","","N","S","V90.6 Bote inflavel","5"
"V907","","N","S","V90.7 Esqui aquatico","5"
"V908","","N","S","V90.8 Outr embarcacoes s/motor","5"
"V909","","N","S","V90.9 Embarcacao NE","5"
"V91","","S","N","V91   Acid embarcacao causando outr tipo de traum","5"
"V910","","N","S","V91.0 Navio mercante","5"
"V911","","N","S","V91.1 Navio de passageiros","5"
"V912","","N","S","V91.2 Barco de pesca","5"
"V913","","N","S","V91.3 Outr embarcacoes a motor","5"
"V914","","N","S","V91.4 Barco a vela","5"
"V915","","N","S","V91.5 Caiaque ou canoa","5"
"V916","","N","S","V91.6 Bote inflavel","5"
"V917","","N","S","V91.7 Esqui aquatico","5"
"V918","","N","S","V91.8 Outr embarcacoes s/motor","5"
"V919","","N","S","V91.9 Embarcacao NE","5"
"V92","","S","N","V92   Afog submers rel transp agua s/acid embarc","5"
"V920","","N","S","V92.0 Navio mercante","5"
"V921","","N","S","V92.1 Navio de passageiros","5"
"V922","","N","S","V92.2 Barco de pesca","5"
"V923","","N","S","V92.3 Outr embarcacoes a motor","5"
"V924","","N","S","V92.4 Barco a vela","5"
"V925","","N","S","V92.5 Caiaque ou canoa","5"
"V926","","N","S","V92.6 Bote inflavel","5"
"V927","","N","S","V92.7 Esqui aquatico","5"
"V928","","N","S","V92.8 Outr embarcacoes s/motor","5"
"V929","","N","S","V92.9 Embarcacao NE","5"
"V93","","S","N","V93   Acid bord emb s/ac bem n caus afog submers","5"
"V930","","N","S","V93.0 Navio mercante","5"
"V931","","N","S","V93.1 Navio de passageiros","5"
"V932","","N","S","V93.2 Barco de pesca","5"
"V933","","N","S","V93.3 Outr embarcacoes a motor","5"
"V934","","N","S","V93.4 Barco a vela","5"
"V935","","N","S","V93.5 Caiaque ou canoa","5"
"V936","","N","S","V93.6 Bote inflavel","5"
"V937","","N","S","V93.7 Esqui aquatico","5"
"V938","","N","S","V93.8 Outr embarcacoes s/motor","5"
"V939","","N","S","V93.9 Embarcacao NE","5"
"V94","","S","N","V94   Outr acid transp p/agua e os NE","5"
"V940","","N","S","V94.0 Navio mercante","5"
"V941","","N","S","V94.1 Navio de passageiros","5"
"V942","","N","S","V94.2 Barco de pesca","5"
"V943","","N","S","V94.3 Outr embarcacoes a motor","5"
"V944","","N","S","V94.4 Barco a vela","5"
"V945","","N","S","V94.5 Caiaque ou canoa","5"
"V946","","N","S","V94.6 Bote inflavel","5"
"V947","","N","S","V94.7 Esqui aquatico","5"
"V948","","N","S","V94.8 Outr embarcacoes s/motor","5"
"V949","","N","S","V94.9 Embarcacao NE","5"
"V95","","S","N","V95   Acid de aeronave mot causando traum ao ocup","5"
"V950","","N","S","V95.0 Acid de helicoptero causando traum a ocup","5"
"V951","","N","S","V95.1 Acid planador mot ultraleve caus traum ocup","5"
"V952","","N","S","V95.2 Acid out aeron asa fix part caus traum ocup","5"
"V953","","N","S","V95.3 Acid aeron asa fixa comerc caus traum ocup","5"
"V954","","N","S","V95.4 Acid de nave espacial causando traum a ocup","5"
"V958","","N","S","V95.8 Outr acid de aeronaves causando traum a ocup","5"
"V959","","N","S","V95.9 Acid de aeronave NE causando traum a ocup","5"
"V96","","S","N","V96   Acid aeronave s/motor causando traum a ocup","5"
"V960","","N","S","V96.0 Acid de balao causando traum a ocup","5"
"V961","","N","S","V96.1 Acid de asa delta causando traum a ocup","5"
"V962","","N","S","V96.2 Acid de planador causando traum a ocup","5"
"V968","","N","S","V96.8 Outr acid aeronaves n-mot caus traum a ocup","5"
"V969","","N","S","V96.9 Acid NE aeronave n-mot caus traum a ocup","5"
"V97","","S","N","V97   Outr acid espec de transporte aereo","5"
"V970","","N","S","V97.0 Ocup aeron traum out acid transp aereo espec","5"
"V971","","N","S","V97.1 Pessoa traum embarcar desembarcar aeronave","5"
"V972","","N","S","V97.2 Paraquedista traum acid transp aereo","5"
"V973","","N","S","V97.3 Pessoa em terra traum acid transp aereo","5"
"V978","","N","S","V97.8 Outr acid transp aereo NCOP","5"
"V98","","S","S","V98   Outr acid transp espec","5"
"V99","","S","S","V99   Acid transp NE","5"
"W00","","S","N","W00   Queda mesmo nivel envolv gelo e neve","5"
"W000","","N","S","W00.0 Residencia","5"
"W001","","N","S","W00.1 Habitacao coletiva","5"
"W002","","N","S","W00.2 Escolas outr instit areas admin publica","5"
"W003","","N","S","W00.3 Area p/a pratica de esportes e atletismo","5"
"W004","","N","S","W00.4 Rua e estrada","5"
"W005","","N","S","W00.5 Areas de comercio e de servicos","5"
"W006","","N","S","W00.6 Areas industriais e em construcao","5"
"W007","","N","S","W00.7 Fazenda","5"
"W008","","N","S","W00.8 Outr locais espec","5"
"W009","","N","S","W00.9 Local NE","5"
"W01","","S","N","W01   Queda mesmo nivel escorr tropec passo falso","5"
"W010","","N","S","W01.0 Residencia","5"
"W011","","N","S","W01.1 Habitacao coletiva","5"
"W012","","N","S","W01.2 Escolas outr instit areas admin publica","5"
"W013","","N","S","W01.3 Area p/a pratica de esportes e atletismo","5"
"W014","","N","S","W01.4 Rua e estrada","5"
"W015","","N","S","W01.5 Areas de comercio e de servicos","5"
"W016","","N","S","W01.6 Areas industriais e em construcao","5"
"W017","","N","S","W01.7 Fazenda","5"
"W018","","N","S","W01.8 Outr locais espec","5"
"W019","","N","S","W01.9 Local NE","5"
"W02","","S","N","W02   Queda env patins rodas gelo esqui pranch rod","5"
"W020","","N","S","W02.0 Residencia","5"
"W021","","N","S","W02.1 Habitacao coletiva","5"
"W022","","N","S","W02.2 Escolas outr instit areas admin publica","5"
"W023","","N","S","W02.3 Area p/a pratica de esportes e atletismo","5"
"W024","","N","S","W02.4 Rua e estrada","5"
"W025","","N","S","W02.5 Areas de comercio e de servicos","5"
"W026","","N","S","W02.6 Areas industriais e em construcao","5"
"W027","","N","S","W02.7 Fazenda","5"
"W028","","N","S","W02.8 Outr locais espec","5"
"W029","","N","S","W02.9 Local NE","5"
"W03","","S","N","W03   Outr qued mesmo niv colis empurrao outr pess","5"
"W030","","N","S","W03.0 Residencia","5"
"W031","","N","S","W03.1 Habitacao coletiva","5"
"W032","","N","S","W03.2 Escolas outr instit areas admin publica","5"
"W033","","N","S","W03.3 Area p/a pratica de esportes e atletismo","5"
"W034","","N","S","W03.4 Rua e estrada","5"
"W035","","N","S","W03.5 Areas de comercio e de servicos","5"
"W036","","N","S","W03.6 Areas industriais e em construcao","5"
"W037","","N","S","W03.7 Fazenda","5"
"W038","","N","S","W03.8 Outr locais espec","5"
"W039","","N","S","W03.9 Local NE","5"
"W04","","S","N","W04   Queda enquanto carreg apoiado p/outr pessoas","5"
"W040","","N","S","W04.0 Residencia","5"
"W041","","N","S","W04.1 Habitacao coletiva","5"
"W042","","N","S","W04.2 Escolas outr instit areas admin publica","5"
"W043","","N","S","W04.3 Area p/a pratica de esportes e atletismo","5"
"W044","","N","S","W04.4 Rua e estrada","5"
"W045","","N","S","W04.5 Areas de comercio e de servicos","5"
"W046","","N","S","W04.6 Areas industriais e em construcao","5"
"W047","","N","S","W04.7 Fazenda","5"
"W048","","N","S","W04.8 Outr locais espec","5"
"W049","","N","S","W04.9 Local NE","5"
"W05","","S","N","W05   Queda envolv uma cadeira de rodas","5"
"W050","","N","S","W05.0 Residencia","5"
"W051","","N","S","W05.1 Habitacao coletiva","5"
"W052","","N","S","W05.2 Escolas outr instit areas admin publica","5"
"W053","","N","S","W05.3 Area p/a pratica de esportes e atletismo","5"
"W054","","N","S","W05.4 Rua e estrada","5"
"W055","","N","S","W05.5 Areas de comercio e de servicos","5"
"W056","","N","S","W05.6 Areas industriais e em construcao","5"
"W057","","N","S","W05.7 Fazenda","5"
"W058","","N","S","W05.8 Outr locais espec","5"
"W059","","N","S","W05.9 Local NE","5"
"W06","","S","N","W06   Queda de um leito","5"
"W060","","N","S","W06.0 Residencia","5"
"W061","","N","S","W06.1 Habitacao coletiva","5"
"W062","","N","S","W06.2 Escolas outr instit areas admin publica","5"
"W063","","N","S","W06.3 Area p/a pratica de esportes e atletismo","5"
"W064","","N","S","W06.4 Rua e estrada","5"
"W065","","N","S","W06.5 Areas de comercio e de servicos","5"
"W066","","N","S","W06.6 Areas industriais e em construcao","5"
"W067","","N","S","W06.7 Fazenda","5"
"W068","","N","S","W06.8 Outr locais espec","5"
"W069","","N","S","W06.9 Local NE","5"
"W07","","S","N","W07   Queda de uma cadeira","5"
"W070","","N","S","W07.0 Residencia","5"
"W071","","N","S","W07.1 Habitacao coletiva","5"
"W072","","N","S","W07.2 Escolas outr instit areas admin publica","5"
"W073","","N","S","W07.3 Area p/a pratica de esportes e atletismo","5"
"W074","","N","S","W07.4 Rua e estrada","5"
"W075","","N","S","W07.5 Areas de comercio e de servicos","5"
"W076","","N","S","W07.6 Areas industriais e em construcao","5"
"W077","","N","S","W07.7 Fazenda","5"
"W078","","N","S","W07.8 Outr locais espec","5"
"W079","","N","S","W07.9 Local NE","5"
"W08","","S","N","W08   Queda de outr tipo de mobilia","5"
"W080","","N","S","W08.0 Residencia","5"
"W081","","N","S","W08.1 Habitacao coletiva","5"
"W082","","N","S","W08.2 Escolas outr instit areas admin publica","5"
"W083","","N","S","W08.3 Area p/a pratica de esportes e atletismo","5"
"W084","","N","S","W08.4 Rua e estrada","5"
"W085","","N","S","W08.5 Areas de comercio e de servicos","5"
"W086","","N","S","W08.6 Areas industriais e em construcao","5"
"W087","","N","S","W08.7 Fazenda","5"
"W088","","N","S","W08.8 Outr locais espec","5"
"W089","","N","S","W08.9 Local NE","5"
"W09","","S","N","W09   Queda envolv equipamento de playground","5"
"W090","","N","S","W09.0 Residencia","5"
"W091","","N","S","W09.1 Habitacao coletiva","5"
"W092","","N","S","W09.2 Escolas outr instit areas admin publica","5"
"W093","","N","S","W09.3 Area p/a pratica de esportes e atletismo","5"
"W094","","N","S","W09.4 Rua e estrada","5"
"W095","","N","S","W09.5 Areas de comercio e de servicos","5"
"W096","","N","S","W09.6 Areas industriais e em construcao","5"
"W097","","N","S","W09.7 Fazenda","5"
"W098","","N","S","W09.8 Outr locais espec","5"
"W099","","N","S","W09.9 Local NE","5"
"W10","","S","N","W10   Queda em ou de escadas ou degraus","5"
"W100","","N","S","W10.0 Residencia","5"
"W101","","N","S","W10.1 Habitacao coletiva","5"
"W102","","N","S","W10.2 Escolas outr instit areas admin publica","5"
"W103","","N","S","W10.3 Area p/a pratica de esportes e atletismo","5"
"W104","","N","S","W10.4 Rua e estrada","5"
"W105","","N","S","W10.5 Areas de comercio e de servicos","5"
"W106","","N","S","W10.6 Areas industriais e em construcao","5"
"W107","","N","S","W10.7 Fazenda","5"
"W108","","N","S","W10.8 Outr locais espec","5"
"W109","","N","S","W10.9 Local NE","5"
"W11","","S","N","W11   Queda em ou de escadas de mao","5"
"W110","","N","S","W11.0 Residencia","5"
"W111","","N","S","W11.1 Habitacao coletiva","5"
"W112","","N","S","W11.2 Escolas outr instit areas admin publica","5"
"W113","","N","S","W11.3 Area p/a pratica de esportes e atletismo","5"
"W114","","N","S","W11.4 Rua e estrada","5"
"W115","","N","S","W11.5 Areas de comercio e de servicos","5"
"W116","","N","S","W11.6 Areas industriais e em construcao","5"
"W117","","N","S","W11.7 Fazenda","5"
"W118","","N","S","W11.8 Outr locais espec","5"
"W119","","N","S","W11.9 Local NE","5"
"W12","","S","N","W12   Queda em ou de um andaime","5"
"W120","","N","S","W12.0 Residencia","5"
"W121","","N","S","W12.1 Habitacao coletiva","5"
"W122","","N","S","W12.2 Escolas outr instit areas admin publica","5"
"W123","","N","S","W12.3 Area p/a pratica de esportes e atletismo","5"
"W124","","N","S","W12.4 Rua e estrada","5"
"W125","","N","S","W12.5 Areas de comercio e de servicos","5"
"W126","","N","S","W12.6 Areas industriais e em construcao","5"
"W127","","N","S","W12.7 Fazenda","5"
"W128","","N","S","W12.8 Outr locais espec","5"
"W129","","N","S","W12.9 Local NE","5"
"W13","","S","N","W13   Queda de ou p/fora edificios outr estruturas","5"
"W130","","N","S","W13.0 Residencia","5"
"W131","","N","S","W13.1 Habitacao coletiva","5"
"W132","","N","S","W13.2 Escolas outr instit areas admin publica","5"
"W133","","N","S","W13.3 Area p/a pratica de esportes e atletismo","5"
"W134","","N","S","W13.4 Rua e estrada","5"
"W135","","N","S","W13.5 Areas de comercio e de servicos","5"
"W136","","N","S","W13.6 Areas industriais e em construcao","5"
"W137","","N","S","W13.7 Fazenda","5"
"W138","","N","S","W13.8 Outr locais espec","5"
"W139","","N","S","W13.9 Local NE","5"
"W14","","S","N","W14   Queda de arvore","5"
"W140","","N","S","W14.0 Residencia","5"
"W141","","N","S","W14.1 Habitacao coletiva","5"
"W142","","N","S","W14.2 Escolas outr instit areas admin publica","5"
"W143","","N","S","W14.3 Area p/a pratica de esportes e atletismo","5"
"W144","","N","S","W14.4 Rua e estrada","5"
"W145","","N","S","W14.5 Areas de comercio e de servicos","5"
"W146","","N","S","W14.6 Areas industriais e em construcao","5"
"W147","","N","S","W14.7 Fazenda","5"
"W148","","N","S","W14.8 Outr locais espec","5"
"W149","","N","S","W14.9 Local NE","5"
"W15","","S","N","W15   Queda de penhasco","5"
"W150","","N","S","W15.0 Residencia","5"
"W151","","N","S","W15.1 Habitacao coletiva","5"
"W152","","N","S","W15.2 Escolas outr instit areas admin publica","5"
"W153","","N","S","W15.3 Area p/a pratica de esportes e atletismo","5"
"W154","","N","S","W15.4 Rua e estrada","5"
"W155","","N","S","W15.5 Areas de comercio e de servicos","5"
"W156","","N","S","W15.6 Areas industriais e em construcao","5"
"W157","","N","S","W15.7 Fazenda","5"
"W158","","N","S","W15.8 Outr locais espec","5"
"W159","","N","S","W15.9 Local NE","5"
"W16","","S","N","W16   Merg pulo agua caus out traum n afog submers","5"
"W160","","N","S","W16.0 Residencia","5"
"W161","","N","S","W16.1 Habitacao coletiva","5"
"W162","","N","S","W16.2 Escolas outr instit areas admin publica","5"
"W163","","N","S","W16.3 Area p/a pratica de esportes e atletismo","5"
"W164","","N","S","W16.4 Rua e estrada","5"
"W165","","N","S","W16.5 Areas de comercio e de servicos","5"
"W166","","N","S","W16.6 Areas industriais e em construcao","5"
"W167","","N","S","W16.7 Fazenda","5"
"W168","","N","S","W16.8 Outr locais espec","5"
"W169","","N","S","W16.9 Local NE","5"
"W17","","S","N","W17   Outr quedas de um nivel a outr","5"
"W170","","N","S","W17.0 Residencia","5"
"W171","","N","S","W17.1 Habitacao coletiva","5"
"W172","","N","S","W17.2 Escolas outr instit areas admin publica","5"
"W173","","N","S","W17.3 Area p/a pratica de esportes e atletismo","5"
"W174","","N","S","W17.4 Rua e estrada","5"
"W175","","N","S","W17.5 Areas de comercio e de servicos","5"
"W176","","N","S","W17.6 Areas industriais e em construcao","5"
"W177","","N","S","W17.7 Fazenda","5"
"W178","","N","S","W17.8 Outr locais espec","5"
"W179","","N","S","W17.9 Local NE","5"
"W18","","S","N","W18   Outr quedas no mesmo nivel","5"
"W180","","N","S","W18.0 Residencia","5"
"W181","","N","S","W18.1 Habitacao coletiva","5"
"W182","","N","S","W18.2 Escolas outr instit areas admin publica","5"
"W183","","N","S","W18.3 Area p/a pratica de esportes e atletismo","5"
"W184","","N","S","W18.4 Rua e estrada","5"
"W185","","N","S","W18.5 Areas de comercio e de servicos","5"
"W186","","N","S","W18.6 Areas industriais e em construcao","5"
"W187","","N","S","W18.7 Fazenda","5"
"W188","","N","S","W18.8 Outr locais espec","5"
"W189","","N","S","W18.9 Local NE","5"
"W19","","S","N","W19   Queda s/especificacao","5"
"W190","","N","S","W19.0 Residencia","5"
"W191","","N","S","W19.1 Habitacao coletiva","5"
"W192","","N","S","W19.2 Escolas outr instit areas admin publica","5"
"W193","","N","S","W19.3 Area p/a pratica de esportes e atletismo","5"
"W194","","N","S","W19.4 Rua e estrada","5"
"W195","","N","S","W19.5 Areas de comercio e de servicos","5"
"W196","","N","S","W19.6 Areas industriais e em construcao","5"
"W197","","N","S","W19.7 Fazenda","5"
"W198","","N","S","W19.8 Outr locais espec","5"
"W199","","N","S","W19.9 Local NE","5"
"W20","","S","N","W20   Impacto caus objeto lanc projetado em queda","5"
"W200","","N","S","W20.0 Residencia","5"
"W201","","N","S","W20.1 Habitacao coletiva","5"
"W202","","N","S","W20.2 Escolas outr instit areas admin publica","5"
"W203","","N","S","W20.3 Area p/a pratica de esportes e atletismo","5"
"W204","","N","S","W20.4 Rua e estrada","5"
"W205","","N","S","W20.5 Areas de comercio e de servicos","5"
"W206","","N","S","W20.6 Areas industriais e em construcao","5"
"W207","","N","S","W20.7 Fazenda","5"
"W208","","N","S","W20.8 Outr locais espec","5"
"W209","","N","S","W20.9 Local NE","5"
"W21","","S","N","W21   Impacto acid ativo passivo caus equip esport","5"
"W210","","N","S","W21.0 Residencia","5"
"W211","","N","S","W21.1 Habitacao coletiva","5"
"W212","","N","S","W21.2 Escolas outr instit areas admin publica","5"
"W213","","N","S","W21.3 Area p/a pratica de esportes e atletismo","5"
"W214","","N","S","W21.4 Rua e estrada","5"
"W215","","N","S","W21.5 Areas de comercio e de servicos","5"
"W216","","N","S","W21.6 Areas industriais e em construcao","5"
"W217","","N","S","W21.7 Fazenda","5"
"W218","","N","S","W21.8 Outr locais espec","5"
"W219","","N","S","W21.9 Local NE","5"
"W22","","S","N","W22   Impacto acid ativo passivo caus outr objetos","5"
"W220","","N","S","W22.0 Residencia","5"
"W221","","N","S","W22.1 Habitacao coletiva","5"
"W222","","N","S","W22.2 Escolas outr instit areas admin publica","5"
"W223","","N","S","W22.3 Area p/a pratica de esportes e atletismo","5"
"W224","","N","S","W22.4 Rua e estrada","5"
"W225","","N","S","W22.5 Areas de comercio e de servicos","5"
"W226","","N","S","W22.6 Areas industriais e em construcao","5"
"W227","","N","S","W22.7 Fazenda","5"
"W228","","N","S","W22.8 Outr locais espec","5"
"W229","","N","S","W22.9 Local NE","5"
"W23","","S","N","W23   Apert colhid comprim esmag dentro objetos","5"
"W230","","N","S","W23.0 Residencia","5"
"W231","","N","S","W23.1 Habitacao coletiva","5"
"W232","","N","S","W23.2 Escolas outr instit areas admin publica","5"
"W233","","N","S","W23.3 Area p/a pratica de esportes e atletismo","5"
"W234","","N","S","W23.4 Rua e estrada","5"
"W235","","N","S","W23.5 Areas de comercio e de servicos","5"
"W236","","N","S","W23.6 Areas industriais e em construcao","5"
"W237","","N","S","W23.7 Fazenda","5"
"W238","","N","S","W23.8 Outr locais espec","5"
"W239","","N","S","W23.9 Local NE","5"
"W24","","S","N","W24   Contato elevadores instr de transm NCOP","5"
"W240","","N","S","W24.0 Residencia","5"
"W241","","N","S","W24.1 Habitacao coletiva","5"
"W242","","N","S","W24.2 Escolas outr instit areas admin publica","5"
"W243","","N","S","W24.3 Area p/a pratica de esportes e atletismo","5"
"W244","","N","S","W24.4 Rua e estrada","5"
"W245","","N","S","W24.5 Areas de comercio e de servicos","5"
"W246","","N","S","W24.6 Areas industriais e em construcao","5"
