"Município";"Internações"
"420670 Herval d'Oeste";14
"420675 Ibiam";1
"420690 Ibirama";10
"420700 Içara";38
"420710 Ilhota";8
"420720 Imaruí";1
"420730 Imbituba";42
"420750 Indaial";29
"420760 Ipira";2
"420765 Iporã do Oeste";1
"420768 Ipuaçu";2
"420770 Ipumirim";7
"420775 Iraceminha";2
"420780 Irani";8
"420785 Irati";1
"420790 Irineópolis";14
"420800 Itá";8
"420810 Itaiópolis";10
"420820 Itajaí";126
"420830 Itapema";22
"420840 Itapiranga";4
"420845 Itapoá";7
"420850 Ituporanga";9
"420860 Jaborá";1
"420870 Jacinto Machado";4
"420880 Jaguaruna";11
"420890 Jaraguá do Sul";92
"420895 Jardinópolis";2
"420900 Joaçaba";21
"420910 Joinville";158
"420915 José Boiteux";1
"420917 Jupiá";7
"420920 Lacerdópolis";1
"420930 Lages";135
"420940 Laguna";29
"420950 Laurentino";1
"420960 Lauro Muller";4
"420970 Lebon Régis";5
"420980 Leoberto Leal";2
"420990 Lontras";1
"421000 Luiz Alves";7
"421003 Luzerna";3
"421005 Macieira";1
"421010 Mafra";18
"421020 Major Gercino";5
"421030 Major Vieira";24
"421040 Maracajá";2
"421050 Maravilha";9
"421060 Massaranduba";9
"421080 Meleiro";4
"421085 Mirim Doce";1
"421090 Modelo";2
"421100 Mondaí";3
"421105 Monte Carlo";3
"421110 Monte Castelo";4
"421120 Morro da Fumaça";5
"421125 Morro Grande";1
"421130 Navegantes";44
"421140 Nova Erechim";2
"421145 Nova Itaberaba";1
"421150 Nova Trento";4
"421160 Nova Veneza";9
"421165 Novo Horizonte";4
"421170 Orleans";7
"421175 Otacílio Costa";9
"421180 Ouro";2
"421185 Ouro Verde";1
"421189 Painel";3
"421190 Palhoça";54
"421200 Palma Sola";6
"421205 Palmeira";2
"421210 Palmitos";9
"421220 Papanduva";25
"421223 Paraíso";4
"421225 Passo de Torres";2
"421230 Paulo Lopes";1
"421240 Pedras Grandes";2
"421250 Penha";14
"421265 Pescaria Brava";4
"421290 Pinhalzinho";4
"421300 Pinheiro Preto";3
"421310 Piratuba";5
"421320 Pomerode";43
"421330 Ponte Alta";1
"421335 Ponte Alta do Norte";1
"421340 Ponte Serrada";14
"421350 Porto Belo";8
"421360 Porto União";65
"421370 Pouso Redondo";7
"421380 Praia Grande";4
"421400 Presidente Getúlio";6
"421415 Princesa";1
"421420 Quilombo";5
"421440 Rio das Antas";4
"421450 Rio do Campo";5
"421480 Rio do Sul";33
"421470 Rio dos Cedros";3
"421490 Rio Fortuna";4
"421500 Rio Negrinho";9
"421505 Rio Rufino";2
"421507 Riqueza";2
"421510 Rodeio";2
"421520 Romelândia";1
"421530 Salete";30
"421540 Salto Veloso";2
"421545 Sangão";5
"421550 Santa Cecília";6
"421560 Santa Rosa de Lima";3
"421565 Santa Rosa do Sul";5
"421567 Santa Terezinha";5
"421568 Santa Terezinha do Progresso";1
"421569 Santiago do Sul";1
"421570 Santo Amaro da Imperatriz";6
"421580 São Bento do Sul";44
"421575 São Bernardino";5
"421590 São Bonifácio";6
"421600 São Carlos";3
"421605 São Cristovão do Sul";2
"421610 São Domingos";6
"421620 São Francisco do Sul";12
"421630 São João Batista";12
"421625 São João do Oeste";1
"421640 São João do Sul";10
"421650 São Joaquim";11
"421660 São José";91
"421670 São José do Cedro";9
"421680 São José do Cerrito";4
"421690 São Lourenço do Oeste";41
"421700 São Ludgero";5
"421710 São Martinho";4
"421720 São Miguel do Oeste";24
"421725 São Pedro de Alcântara";6
"421730 Saudades";1
"421740 Schroeder";10
"421750 Seara";8
"421760 Siderópolis";8
"421770 Sombrio";28
"421775 Sul Brasil";3
"421780 Taió";5
"421790 Tangará";1
"421795 Tigrinhos";4
"421800 Tijucas";18
"421810 Timbé do Sul";1
"421820 Timbó";11
"421825 Timbó Grande";3
"421830 Três Barras";8
"421835 Treviso";1
"421840 Treze de Maio";49
"421850 Treze Tílias";2
"421860 Trombudo Central";8
"421870 Tubarão";32
"421875 Tunápolis";1
"421880 Turvo";3
"421890 Urubici";13
"421895 Urupema";4
"421900 Urussanga";6
"421910 Vargeão";2
"421915 Vargem";1
"421917 Vargem Bonita";3
"421920 Vidal Ramos";7
"421930 Videira";38
"421940 Witmarsum";3
"421950 Xanxerê";31
"421960 Xavantina";2
"421970 Xaxim";19
"421985 Zortéa";1
"430003 Aceguá";2
"430010 Agudo";4
"430020 Ajuricaba";2
"430030 Alecrim";1
"430040 Alegrete";43
"430045 Alegria";1
"430047 Almirante Tamandaré do Sul";2
"430050 Alpestre";5
"430057 Alto Feliz";1
"430060 Alvorada";94
"430063 Amaral Ferrador";2
"430064 Ametista do Sul";4
"430070 Anta Gorda";3
"430080 Antônio Prado";8
"430087 Araricá";10
"430090 Aratiba";2
"430100 Arroio do Meio";3
"430107 Arroio do Padre";1
"430105 Arroio do Sal";3
"430110 Arroio dos Ratos";9
"430130 Arroio Grande";1
"430140 Arvorezinha";2
"430155 Áurea";4
"430160 Bagé";46
"430165 Barão";2
"430170 Barão de Cotegipe";2
"430175 Barão do Triunfo";2
"430190 Barra do Ribeiro";6
"430192 Barra do Rio Azul";1
"430180 Barracão";3
"430200 Barros Cassal";3
"430205 Benjamin Constant do Sul";4
"430210 Bento Gonçalves";48
"430223 Boa Vista do Incra";1
"430230 Bom Jesus";3
"430235 Bom Princípio";3
"430240 Bom Retiro do Sul";3
"430245 Boqueirão do Leão";6
"430250 Bossoroca";1
"430260 Braga";2
"430265 Brochier";4
"430270 Butiá";13
"430280 Caçapava do Sul";12
"430290 Cacequi";3
"430300 Cachoeira do Sul";31
"430310 Cachoeirinha";49
"430320 Cacique Doble";2
"430330 Caibaté";2
"430350 Camaquã";47
"430360 Cambará do Sul";4
"430367 Campestre da Serra";1
"430380 Campinas do Sul";3
"430390 Campo Bom";25
"430400 Campo Novo";3
"430420 Candelária";19
"430430 Cândido Godói";4
"430435 Candiota";5
"430440 Canela";12
"430450 Canguçu";14
"430460 Canoas";158
"430461 Canudos do Vale";1
"430462 Capão Bonito do Sul";2
"430463 Capão da Canoa";21
"430465 Capão do Cipó";3
"430466 Capão do Leão";4
"430468 Capela de Santana";2
"430467 Capivari do Sul";2
"430471 Caraá";1
"430470 Carazinho";25
"430480 Carlos Barbosa";15
"430485 Carlos Gomes";1
"430490 Casca";1
"430500 Catuípe";3
"430510 Caxias do Sul";123
"430511 Centenário";4
"430512 Cerrito";4
"430513 Cerro Branco";1
"430515 Cerro Grande";4
"430517 Cerro Grande do Sul";9
"430520 Cerro Largo";2
"430530 Chapada";1
"430535 Charqueadas";6
"430537 Charrua";1
"430540 Chiapetta";2
"430543 Chuí";1
"430544 Chuvisca";2
"430545 Cidreira";7
"430550 Ciríaco";1
"430558 Colinas";3
"430570 Condor";4
"430580 Constantina";5
"430587 Coronel Barros";2
"430595 Cotiporã";3
"430597 Coxilha";1
"430600 Crissiumal";3
"430605 Cristal";4
"430610 Cruz Alta";23
"430613 Cruzaltense";1
"430620 Cruzeiro do Sul";2
"430630 David Canabarro";3
"430632 Derrubadas";1
"430640 Dois Irmãos";7
"430645 Dois Lajeados";1
"430650 Dom Feliciano";5
"430660 Dom Pedrito";6
"430655 Dom Pedro de Alcântara";2
"430676 Eldorado do Sul";8
"430680 Encantado";6
"430690 Encruzilhada do Sul";9
"430692 Engenho Velho";1
"430695 Entre Rios do Sul";4
"430693 Entre-Ijuís";3
"430697 Erebango";1
"430700 Erechim";52
"430705 Ernestina";3
"430720 Erval Grande";2
"430730 Erval Seco";2
"430740 Esmeralda";2
"430745 Esperança do Sul";1
"430750 Espumoso";2
"430755 Estação";1
"430760 Estância Velha";19
"430770 Esteio";45
"430780 Estrela";10
"430786 Fagundes Varela";2
"430790 Farroupilha";22
"430800 Faxinal do Soturno";4
"430805 Faxinalzinho";1
"430807 Fazenda Vilanova";2
"430810 Feliz";8
"430820 Flores da Cunha";8
"430830 Fontoura Xavier";3
"430840 Formigueiro";2
"430843 Forquetinha";3
"430845 Fortaleza dos Valos";2
"430850 Frederico Westphalen";12
"430860 Garibaldi";10
"430870 Gaurama";4
"430880 General Câmara";2
"430885 Gentil";2
"430890 Getúlio Vargas";3
"430900 Giruá";15
"430905 Glorinha";3
"430910 Gramado";18
"430912 Gramado dos Loureiros";1
"430915 Gramado Xavier";2
"430920 Gravataí";95
"430930 Guaíba";36
"430940 Guaporé";11
"430950 Guarani das Missões";1
"430957 Herveiras";1
"430960 Horizontina";6
"430965 Hulha Negra";1
"430970 Humaitá";1
"430975 Ibarama";3
"430980 Ibiaçá";1
"430995 Ibirapuitã";3
"431000 Ibirubá";20
"431010 Igrejinha";22
"431020 Ijuí";25
"431030 Ilópolis";1
"431033 Imbé";11
"431036 Imigrante";2
"431041 Inhacorá";2
"431043 Ipê";2
"431050 Iraí";3
"431053 Itaara";1
"431055 Itacurubi";1
"431060 Itaqui";52
"431065 Itati";4
"431070 Itatiba do Sul";3
"431080 Ivoti";15
"431090 Jacutinga";8
"431100 Jaguarão";10
"431110 Jaguari";9
"431113 Jari";2
"431115 Jóia";1
"431120 Júlio de Castilhos";9
"431123 Lagoa Bonita do Sul";2
"431127 Lagoa dos Três Cantos";1
"431130 Lagoa Vermelha";5
"431125 Lagoão";2
"431140 Lajeado";24
"431150 Lavras do Sul";2
"431160 Liberato Salzano";1
"431162 Lindolfo Collor";1
"431171 Maçambará";6
"431173 Mampituba";1
"431175 Manoel Viana";1
"431177 Maquiné";5
"431179 Maratá";2
"431180 Marau";8
"431190 Marcelino Ramos";3
"431198 Mariana Pimentel";4
"431200 Mariano Moro";2
"431205 Marques de Souza";2
"431213 Mato Castelhano";2
"431215 Mato Leitão";3
"431217 Mato Queimado";2
"431220 Maximiliano de Almeida";2
"431225 Minas do Leão";6
"431230 Miraguaí";3
"431235 Montauri";1
"431238 Monte Belo do Sul";2
"431240 Montenegro";13
"431244 Morrinhos do Sul";5
"431245 Morro Redondo";2
"431247 Morro Reuter";2
"431250 Mostardas";1
"431260 Muçum";1
"431261 Muitos Capões";1
"431262 Muliterno";3
"431265 Não-Me-Toque";6
"431267 Nicolau Vergueiro";2
"431270 Nonoai";3
"431280 Nova Araçá";2
"431290 Nova Bassano";4
"431301 Nova Candelária";3
"431306 Nova Hartz";24
"431310 Nova Palma";5
"431320 Nova Petrópolis";6
"431330 Nova Prata";10
"431337 Nova Santa Rita";11
"431349 Novo Barreiro";2
"431339 Novo Cabrais";2
"431340 Novo Hamburgo";146
"431342 Novo Machado";3
"431346 Novo Xingu";1
"431350 Osório";3
"431360 Paim Filho";2
"431365 Palmares do Sul";6
"431370 Palmeira das Missões";11
"431380 Palmitinho";5
"431390 Panambi";6
"431395 Pantano Grande";10
"431400 Paraí";3
"431402 Paraíso do Sul";3
"431403 Pareci Novo";1
"431405 Parobé";19
"431406 Passa Sete";2
"431407 Passo do Sobrado";4
"431410 Passo Fundo";101
"431413 Paulo Bento";1
"431415 Paverama";4
"431420 Pedro Osório";5
"431430 Pejuçara";2
"431440 Pelotas";98
"431446 Pinhal da Serra";1
"431447 Pinhal Grande";1
"431449 Pinheirinho do Vale";3
"431450 Pinheiro Machado";4
"431460 Piratini";6
"431470 Planalto";7
"431477 Pontão";2
"431478 Ponte Preta";1
"431480 Portão";11
"431490 Porto Alegre";909
"431500 Porto Lucena";1
"431505 Porto Mauá";1
"431510 Porto Xavier";1
"431513 Pouso Novo";1
"431514 Presidente Lucena";1
"431515 Progresso";1
"431520 Putinga";1
"431530 Quaraí";12
"431531 Quatro Irmãos";2
"431540 Redentora";8
"431550 Restinga Seca";3
"431555 Rio dos Índios";1
"431560 Rio Grande";54
"431570 Rio Pardo";19
"431580 Roca Sales";2
"431595 Rolador";2
"431600 Rolante";10
"431610 Ronda Alta";3
"431620 Rondinha";2
"431640 Rosário do Sul";7
"431642 Sagrada Família";1
"431643 Saldanha Marinho";2
"431645 Salto do Jacuí";4
"431647 Salvador das Missões";1
"431650 Salvador do Sul";3
"431660 Sananduva";3
"431710 Sant'Ana do Livramento";45
"431670 Santa Bárbara do Sul";6
"431673 Santa Cecília do Sul";1
"431675 Santa Clara do Sul";6
"431680 Santa Cruz do Sul";67
"431690 Santa Maria";60
"431695 Santa Maria do Herval";2
"431720 Santa Rosa";21
"431730 Santa Vitória do Palmar";4
"431700 Santana da Boa Vista";2
"431740 Santiago";23
"431750 Santo Ângelo";18
"431760 Santo Antônio da Patrulha";23
"431770 Santo Antônio das Missões";2
"431755 Santo Antônio do Palma";1
"431775 Santo Antônio do Planalto";2
"431780 Santo Augusto";2
"431790 Santo Cristo";4
"431795 Santo Expedito do Sul";2
"431800 São Borja";77
"431810 São Francisco de Assis";1
"431820 São Francisco de Paula";11
"431830 São Gabriel";29
"431840 São Jerônimo";3
"431843 São João do Polêsine";2
"431846 São José do Herval";1
"431850 São José do Norte";4
"431860 São José do Ouro";7
"431862 São José dos Ausentes";2
"431870 São Leopoldo";87
"431880 São Lourenço do Sul";12
"431890 São Luiz Gonzaga";10
"431900 São Marcos";23
"431910 São Martinho";3
"431920 São Nicolau";4
"431930 São Paulo das Missões";1
"431937 São Pedro do Butiá";1
"431940 São Pedro do Sul";5
"431950 São Sebastião do Caí";5
"431960 São Sepé";5
"431970 São Valentim";2
"431971 São Valentim do Sul";2
"431973 São Valério do Sul";1
"431975 São Vendelino";3
"431980 São Vicente do Sul";3
"431990 Sapiranga";89
"432000 Sapucaia do Sul";70
"432010 Sarandi";3
"432020 Seberi";4
"432026 Segredo";3
"432032 Senador Salgado Filho";1
"432035 Sentinela do Sul";3
"432040 Serafina Corrêa";6
"432050 Sertão";1
"432055 Sertão Santana";2
"432067 Sinimbu";5
"432070 Sobradinho";8
"432080 Soledade";7
"432085 Tabaí";5
"432090 Tapejara";5
"432110 Tapes";7
"432120 Taquara";19
"432130 Taquari";14
"432132 Taquaruçu do Sul";1
"432135 Tavares";2
"432140 Tenente Portela";4
"432143 Terra de Areia";3
"432145 Teutônia";8
"432146 Tio Hugo";2
"432150 Torres";39
"432160 Tramandaí";25
"432166 Três Cachoeiras";7
"432170 Três Coroas";5
"432180 Três de Maio";7
"432183 Três Forquilhas";2
"432185 Três Palmeiras";2
"432190 Três Passos";7
"432195 Trindade do Sul";2
"432200 Triunfo";9
"432210 Tucunduva";1
"432215 Tunas";1
"432220 Tupanciretã";15
"432225 Tupandi";2
"432230 Tuparendi";1
"432234 Ubiretama";1
"432237 Unistalda";2
"432240 Uruguaiana";35
"432250 Vacaria";27
"432253 Vale do Sol";4
"432252 Vale Verde";3
"432260 Venâncio Aires";29
"432270 Vera Cruz";7
"432280 Veranópolis";4
"432285 Vespasiano Correa";1
"432290 Viadutos";1
"432300 Viamão";104
"432310 Vicente Dutra";1
"432340 Vila Maria";3
"432350 Vista Alegre";2
"432375 Vitória das Missões";1
"432377 Westfalia";1
"432380 Xangri-lá";7
"500020 Água Clara";2
"500060 Amambai";14
"500070 Anastácio";2
"500085 Angélica";3
"500090 Antônio João";1
"500100 Aparecida do Taboado";9
"500110 Aquidauana";16
"500124 Aral Moreira";9
"500150 Bandeirantes";2
"500190 Bataguassu";9
"500200 Batayporã";3
"500210 Bela Vista";18
"500215 Bodoquena";2
"500220 Bonito";10
"500230 Brasilândia";10
"500240 Caarapó";5
"500260 Camapuã";4
"500270 Campo Grande";321
"500280 Caracol";1
"500290 Cassilândia";13
"500295 Chapadão do Sul";14
"500310 Corguinho";3
"500315 Coronel Sapucaia";4
"500320 Corumbá";108
"500325 Costa Rica";29
"500330 Coxim";27
"500345 Deodápolis";3
"500348 Dois Irmãos do Buriti";6
"500350 Douradina";1
"500370 Dourados";92
"500375 Eldorado";33
"500380 Fátima do Sul";20
"500400 Glória de Dourados";2
"500410 Guia Lopes da Laguna";5
"500430 Iguatemi";32
"500440 Inocência";5
"500450 Itaporã";2
"500460 Itaquiraí";17
"500470 Ivinhema";12
"500480 Japorã";20
"500490 Jaraguari";1
"500500 Jardim";4
"500510 Jateí";2
"500515 Juti";3
"500520 Ladário";19
"500525 Laguna Carapã";2
"500540 Maracaju";15
"500560 Miranda";7
"500568 Mundo Novo";20
"500570 Naviraí";27
"500580 Nioaque";2
"500600 Nova Alvorada do Sul";3
"500620 Nova Andradina";48
"500627 Paraíso das Águas";1
"500630 Paranaíba";39
"500635 Paranhos";3
"500640 Pedro Gomes";1
"500660 Ponta Porã";44
"500690 Porto Murtinho";3
"500710 Ribas do Rio Pardo";8
"500720 Rio Brilhante";3
"500740 Rio Verde de Mato Grosso";4
"500750 Rochedo";3
"500755 Santa Rita do Pardo";4
"500769 São Gabriel do Oeste";15
"500780 Selvíria";1
"500770 Sete Quedas";5
"500790 Sidrolândia";8
"500793 Sonora";3
"500795 Tacuru";2
"500797 Taquarussu";3
"500800 Terenos";7
"500830 Três Lagoas";46
"500840 Vicentina";1
"510010 Acorizal";2
"510020 Água Boa";14
"510025 Alta Floresta";71
"510030 Alto Araguaia";2
"510035 Alto Boa Vista";11
"510040 Alto Garças";4
"510050 Alto Paraguai";3
"510060 Alto Taquari";4
"510080 Apiacás";10
"510100 Araguaiana";1
"510125 Araputanga";7
"510130 Arenápolis";8
"510140 Aripuanã";11
"510160 Barão de Melgaço";3
"510170 Barra do Bugres";22
"510180 Barra do Garças";47
"510185 Bom Jesus do Araguaia";3
"510190 Brasnorte";31
"510250 Cáceres";34
"510260 Campinápolis";3
"510263 Campo Novo do Parecis";8
"510267 Campo Verde";10
"510269 Canabrava do Norte";2
"510270 Canarana";10
"510279 Carlinda";12
"510285 Castanheira";2
"510300 Chapada dos Guimarães";8
"510305 Cláudia";2
"510310 Cocalinho";3
"510320 Colíder";26
"510325 Colniza";9
"510330 Comodoro";6
"510335 Confresa";30
"510336 Conquista D'Oeste";4
"510337 Cotriguaçu";6
"510340 Cuiabá";275
"510350 Diamantino";5
"510360 Dom Aquino";1
"510370 Feliz Natal";7
"510380 Figueirópolis D'Oeste";1
"510385 Gaúcha do Norte";3
"510390 General Carneiro";4
"510395 Glória D'Oeste";3
"510410 Guarantã do Norte";34
"510420 Guiratinga";2
"510452 Ipiranga do Norte";1
"510454 Itanhangá";1
"510460 Itiquira";6
"510480 Jaciara";6
"510490 Jangada";6
"510500 Jauru";2
"510510 Juara";27
"510515 Juína";51
"510517 Juruena";12
"510520 Juscimeira";5
"510523 Lambari D'Oeste";2
"510525 Lucas do Rio Verde";28
"510530 Luciara";6
"510558 Marcelândia";2
"510560 Matupá";19
"510562 Mirassol d'Oeste";7
"510590 Nobres";14
"510600 Nortelândia";3
"510610 Nossa Senhora do Livramento";3
"510615 Nova Bandeirantes";6
"510620 Nova Brasilândia";1
"510621 Nova Canaã do Norte";8
"510880 Nova Guarita";3
"510618 Nova Lacerda";5
"510885 Nova Marilândia";2
"510890 Nova Maringá";2
"510895 Nova Monte Verde";2
"510622 Nova Mutum";28
"510623 Nova Olímpia";13
"510619 Nova Santa Helena";1
"510624 Nova Ubiratã";4
"510625 Nova Xavantina";12
"510627 Novo Horizonte do Norte";3
"510626 Novo Mundo";2
"510631 Novo Santo Antônio";2
"510628 Novo São Joaquim";2
"510629 Paranaíta";10
"510630 Paranatinga";5
"510637 Pedra Preta";8
"510642 Peixoto de Azevedo";24
"510645 Planalto da Serra";2
"510650 Poconé";14
"510665 Pontal do Araguaia";7
"510670 Ponte Branca";1
"510675 Pontes e Lacerda";36
"510677 Porto Alegre do Norte";6
"510682 Porto Esperidião";4
"510685 Porto Estrela";1
"510700 Poxoréo";3
"510704 Primavera do Leste";18
"510706 Querência";6
"510718 Ribeirão Cascalheira";12
"510720 Rio Branco";1
"510760 Rondonópolis";94
"510770 Rosário Oeste";3
"510724 Santa Carmem";1
"510774 Santa Cruz do Xingu";2
"510777 Santa Terezinha";10
"510726 Santo Afonso";3
"510780 Santo Antônio do Leverger";8
"510785 São Félix do Araguaia";15
"510730 São José do Rio Claro";4
"510735 São José do Xingu";4
"510710 São José dos Quatro Marcos";3
"510740 São Pedro da Cipa";1
"510787 Sapezal";7
"510790 Sinop";67
"510792 Sorriso";46
"510794 Tabaporã";3
"510795 Tangará da Serra";42
"510800 Tapurah";6
"510805 Terra Nova do Norte";12
"510810 Tesouro";2
"510835 Vale de São Domingos";1
"510840 Várzea Grande";163
"510850 Vera";4
"510550 Vila Bela da Santíssima Trindade";4
"510860 Vila Rica";9
"520005 Abadia de Goiás";3
"520010 Abadiânia";3
"520013 Acreúna";19
"520015 Adelândia";1
"520017 Água Fria de Goiás";2
"520020 Água Limpa";2
"520025 Águas Lindas de Goiás";60
"520030 Alexânia";20
"520050 Aloândia";1
"520055 Alto Horizonte";1
"520060 Alto Paraíso de Goiás";3
"520080 Alvorada do Norte";12
"520082 Amaralina";2
"520085 Americano do Brasil";1
"520090 Amorinópolis";1
"520110 Anápolis";180
"520130 Anicuns";3
"520140 Aparecida de Goiânia";236
"520145 Aparecida do Rio Doce";2
"520160 Araçu";2
"520170 Aragarças";8
"520180 Aragoiânia";11
"520215 Araguapaz";1
"520250 Aruanã";2
"520280 Avelinópolis";1
"520310 Baliza";3
"520320 Barro Alto";2
"520330 Bela Vista de Goiás";14
"520340 Bom Jardim de Goiás";2
"520350 Bom Jesus de Goiás";12
"520355 Bonfinópolis";4
"520357 Bonópolis";2
"520380 Britânia";1
"520390 Buriti Alegre";3
"520393 Buriti de Goiás";1
"520396 Buritinópolis";1
"520400 Cabeceiras";4
"520410 Cachoeira Alta";2
"520420 Cachoeira de Goiás";1
"520425 Cachoeira Dourada";8
"520430 Caçu";4
"520440 Caiapônia";6
"520450 Caldas Novas";30
"520455 Caldazinha";4
"520460 Campestre de Goiás";1
"520465 Campinaçu";1
"520470 Campinorte";4
"520480 Campo Alegre de Goiás";3
"520485 Campo Limpo de Goiás";4
"520490 Campos Belos";4
"520495 Campos Verdes";2
"520500 Carmo do Rio Verde";6
"520505 Castelândia";1
"520510 Catalão";35
"520520 Caturaí";1
"520530 Cavalcante";4
"520540 Ceres";12
"520545 Cezarina";3
"520547 Chapadão do Céu";2
"520549 Cidade Ocidental";15
"520551 Cocalzinho de Goiás";4
"520580 Corumbá de Goiás";3
"520590 Corumbaíba";3
"520620 Cristalina";18
"520640 Crixás";5
"520660 Cumari";2
"520670 Damianópolis";1
"520690 Davinópolis";2
"520830 Divinópolis de Goiás";4
"520725 Doverlândia";3
"520735 Edealina";1
"520740 Edéia";5
"520750 Estrela do Norte";3
"520753 Faina";1
"520760 Fazenda Nova";1
"520780 Firminópolis";3
"520790 Flores de Goiás";8
"520800 Formosa";205
"520815 Gameleira de Goiás";3
"520840 Goianápolis";7
"520860 Goianésia";22
"520870 Goiânia";624
"520880 Goianira";7
"520890 Goiás";7
"520910 Goiatuba";21
"520920 Guapó";2
"520940 Guarani de Goiás";1
"520970 Hidrolândia";12
"520980 Hidrolina";2
"520990 Iaciara";11
"520993 Inaciolândia";3
"520995 Indiara";7
"521000 Inhumas";16
"521010 Ipameri";10
"521020 Iporá";11
"521030 Israelândia";1
"521040 Itaberaí";10
"521056 Itaguari";2
"521060 Itaguaru";3
"521080 Itajá";1
"521090 Itapaci";8
"521100 Itapirapuã";3
"521120 Itapuranga";4
"521130 Itarumã";4
"521150 Itumbiara";109
"521170 Jandaia";4
"521180 Jaraguá";27
"521190 Jataí";33
"521200 Jaupaci";1
"521205 Jesúpolis";2
"521210 Joviânia";5
"521220 Jussara";8
"521225 Lagoa Santa";1
"521230 Leopoldo de Bulhões";4
"521250 Luziânia";46
"521260 Mairipotaba";1
"521270 Mambaí";2
"521280 Mara Rosa";3
"521290 Marzagão";2
"521300 Maurilândia";3
"521308 Minaçu";14
"521310 Mineiros";12
"521350 Monte Alegre de Goiás";4
"521370 Montes Claros de Goiás";1
"521375 Montividiu";3
"521380 Morrinhos";59
"521385 Morro Agudo de Goiás";1
"521390 Mossâmedes";1
"521400 Mozarlândia";3
"521405 Mundo Novo";2
"521410 Mutunópolis";3
"521440 Nazário";3
"521450 Nerópolis";17
"521460 Niquelândia";18
"521470 Nova América";2
"521480 Nova Aurora";1
"521483 Nova Crixás";3
"521486 Nova Glória";10
"521490 Nova Roma";2
"521500 Nova Veneza";5
"521523 Novo Gama";39
"521525 Novo Planalto";3
"521530 Orizona";21
"521540 Ouro Verde de Goiás";3
"521550 Ouvidor";2
"521560 Padre Bernardo";5
"521570 Palmeiras de Goiás";3
"521580 Palmelo";1
"521600 Panamá";2
"521630 Paranaiguara";7
"521680 Petrolina de Goiás";3
"521690 Pilar de Goiás";1
"521710 Piracanjuba";11
"521720 Piranhas";1
"521730 Pirenópolis";23
"521740 Pires do Rio";18
"521760 Planaltina";29
"521770 Pontalina";5
"521800 Porangatu";23
"521805 Porteirão";4
"521830 Posse";28
"521839 Professor Jamil";1
"521850 Quirinópolis";67
"521860 Rialma";5
"521870 Rianápolis";5
"521880 Rio Verde";58
"521890 Rubiataba";7
"521900 Sanclerlândia";6
"521925 Santa Fé de Goiás";2
"521930 Santa Helena de Goiás";34
"521935 Santa Isabel";2
"521960 Santa Tereza de Goiás";1
"521970 Santa Terezinha de Goiás";4
"521971 Santo Antônio da Barra";1
"521973 Santo Antônio de Goiás";3
"521975 Santo Antônio do Descoberto";23
"521980 São Domingos";2
"521990 São Francisco de Goiás";4
"522000 São João d'Aliança";1
"522005 São João da Paraúna";1
"522010 São Luís de Montes Belos";14
"522015 São Luíz do Norte";3
"522020 São Miguel do Araguaia";24
"522026 São Miguel do Passa Quatro";4
"522040 São Simão";12
"522045 Senador Canedo";40
"522050 Serranópolis";4
"522060 Silvânia";7
"522068 Simolândia";4
"522070 Sítio d'Abadia";1
"522100 Taquaral de Goiás";1
"522108 Teresina de Goiás";2
"522119 Terezópolis de Goiás";3
"522130 Três Ranchos";3
"522140 Trindade";44
"522145 Trombas";3
"522150 Turvânia";1
"522155 Turvelândia";1
"522157 Uirapuru";3
"522160 Uruaçu";35
"522170 Uruana";5
"522185 Valparaíso de Goiás";40
"522200 Vianópolis";5
"522205 Vicentinópolis";3
"522220 Vila Boa";4
"522230 Vila Propício";1
"530010 Brasília";1288
