,CID10,Count,DESCR
8032,E873,4,E87.3 Alcalose
8033,N057,4,N05.7 Glomerulonefrite difusa em crescente
8034,L741,4,L74.1 Miliaria cristalina
8035,I788,4,I78.8 Outr doenc dos capilares
8036,E754,4,E75.4 Lipofuscinose neuronal ceroide
8037,E703,4,E70.3 Albinismo
8038,B03,4,B03   Variola
8039,W503,4,W50.3 Area p/a pratica de esportes e atletismo
8040,K045,4,K04.5 Periodontite apical cronica
8041,X238,4,X23.8 Outr locais espec
8042,P101,4,P10.1 Hemorragia cerebral dev traum de parto
8043,Y532,4,Y53.2 Laxativos estimulantes
8044,Q159,4,Q15.9 Malformacao congen NE do olho
8045,Y300,4,Y30.0 Residencia
8046,Y752,4,Y75.2 Proteses outr impl incl materiais acessorios
8047,W106,4,W10.6 Areas industriais e em construcao
8048,V565,4,V56.5 Condutor acid trans
8049,Q266,4,Q26.6 Fistula entre veia porta e arteria hepatica
8050,S548,4,S54.8 Traum de outr nervos ao nivel do antebraco
8051,A660,4,A66.0 Lesoes iniciais da bouba
8052,T953,4,T95.3 Sequelas queim corrosao geladura membro inf
8053,Q560,3,Q56.0 Hermafroditismo NCOP
8054,W840,3,W84.0 Residencia
8055,M633,3,M63.3 Miosite na sarcoidose
8056,Q841,3,Q84.1 Alteracoes morfologicas congen cabelos NCOP
8057,Q373,3,Q37.3 Fenda palato mole c/fenda labial unilateral
8058,S078,3,S07.8 Lesao p/esmag de outr partes da cabeca
8059,L569,3,L56.9 Alteracoes agud pele dev rad ultravioleta NE
8060,N988,3,N98.8 Outr complic assoc a fecundacao artificial
8061,Y210,3,Y21.0 Residencia
8062,V069,3,V06.9 Acid NE se trans ou nao-trans
8063,A981,3,A98.1 Febre hemorragica de Omsk
8064,T214,3,T21.4 Corrosao do tronco grau NE
8065,F512,3,F51.2 Transt ciclo vigilia-sono dev fat nao-organ
8066,W078,3,W07.8 Outr locais espec
8067,W740,3,W74.0 Residencia
8068,D740,3,D74.0 Metemoglobinemia congen
8069,W112,3,W11.2 Escolas outr instit areas admin publica
8070,M121,3,M12.1 Doenc de Kashin-Beck
8071,Q502,3,Q50.2 Torsao congen do ovario
8072,Q626,3,Q62.6 Ma-posicao do ureter
8073,Z848,3,Z84.8 Historia familiar de outr afeccoes espec
8074,A921,3,A92.1 Febre de Onyong-nyong
8075,V471,3,V47.1 Passageiro acid n-trans
8076,W267,3,W26.7 Fazenda
8077,W128,3,W12.8 Outr locais espec
8078,I492,3,I49.2 Despolarizacao juncional prematura
8079,I662,3,I66.2 Oclusao e estenose arteria cerebral post
8080,Y319,3,Y31.9 Local NE
8081,Y513,3,Y51.3 Outr parassimpaticolit e espasmoliticos NCOP
8082,A222,3,A22.2 Carbunculo gastrointestinal
8083,F161,3,F16.1 Uso nocivo p/a saude
8084,W229,3,W22.9 Local NE
8085,K731,3,K73.1 Hepatite cronica lobular NCOP
8086,O292,3,O29.2 Complic sist nerv centr dev anest admin grav
8087,Q768,3,Q76.8 Outr malformacoes congen dos ossos do torax
8088,R858,3,R85.8 Outr achados anormais
8089,O716,3,O71.6 Lesao obstetr artic e ligamentos pelvicos
8090,A329,3,A32.9 Listeriose NE
8091,T743,3,T74.3 Abuso psicologico
8092,W147,3,W14.7 Fazenda
8093,B448,3,B44.8 Outr form de Aspergilose
8094,G372,3,G37.2 Mielinolise central da ponte
8095,F175,3,F17.5 Transt psicotico
8096,L563,3,L56.3 Urticaria solar
8097,V386,3,V38.6 Passageiro acid trans
8098,L816,3,L81.6 Outr transt lig diminuicao formacao melanina
8099,P279,3,P27.9 Doenc respirat cronica NE orig per perinatal
8100,X645,3,X64.5 Areas de comercio e de servicos
8101,A202,3,A20.2 Peste pneumonica
8102,G466,3,G46.6 Sindr lacunar sensorial pura
8103,T806,3,T80.6 Outr reacoes ao soro
8104,Q129,3,Q12.9 Malformacao congen NE do cristalino
8105,T062,3,T06.2 Traum de nervos envolv regioes mult do corpo
8106,P130,3,P13.0 Frat de cranio dev traum de parto
8107,R820,3,R82.0 Quiluria
8108,D157,3,D15.7 Outr orgaos intratoracicos espec
8109,B770,3,B77.0 Ascaridiase c/complic intestinais
8110,V424,3,V42.4 Pessoa ao subir ou descer do veic
8111,X016,3,X01.6 Areas industriais e em construcao
8112,P910,3,P91.0 Isquemia cerebral neonatal
8113,A428,3,A42.8 Outr form de actinomicose
8114,I432,3,I43.2 Cardiomiopatia em doenc nutricionais
8115,S047,3,S04.7 Traum do nervo acessorio
8116,P007,3,P00.7 Fet rec-nasc afet outr proced med mae NCOP
8117,E798,3,E79.8 Outr disturbios metab purina e pirimidina
8118,Y283,3,Y28.3 Area p/a pratica de esportes e atletismo
8119,Y041,3,Y04.1 Habitacao coletiva
8120,Q239,3,Q23.9 Malformacao congen NE valvas aortica mitral
8121,Q437,3,Q43.7 Persistencia de cloaca
8122,Z220,3,Z22.0 Portador de febre tifoide
8123,O753,3,O75.3 Outr infecc durante o trabalho de parto
8124,Y98,3,Y98   Circunst relat condicoes do modo de vida
8125,W869,3,W86.9 Local NE
8126,M613,3,M61.3 Calcificacao e ossificacao musc assoc queim
8127,X729,3,X72.9 Local NE
8128,C132,3,C13.2 Parede posterior da hipofaringe
8129,V446,3,V44.6 Passageiro acid trans
8130,L620,3,L62.0 Paquidermoperiostose c/unhas hipocraticas
8131,B873,3,B87.3 Miiase nasofaringea
8132,Q893,3,Q89.3 Situs inversus
8133,Z503,3,Z50.3 Reabilitacao de toxicodependentes
8134,M083,3,M08.3 Poliartrite juvenil
8135,D592,3,D59.2 Anemia hemolitic n-auto-imune induz p/drogas
8136,T378,3,T37.8 Outr agentes antiinfecc e antiparasit espec
8137,X471,3,X47.1 Habitacao coletiva
8138,V866,3,V86.6 Passageiro acid n-trans
8139,P521,3,P52.1 Hemorragia intraventr grau 2 feto rec-nasc
8140,Y467,3,Y46.7 Drogas antiparkinsonianas
8141,X606,3,X60.6 Areas industriais e em construcao
8142,L441,3,L44.1 Liquen nitido
8143,S346,3,S34.6 Traum nervos perif abdome dorso e pelve
8144,P719,3,P71.9 Transt transit NE metab calc magn per neonat
8145,O310,3,O31.0 Feto papiraceo
8146,K133,3,K13.3 Leucoplasia pilosa
8147,T114,3,T11.4 Traum vaso sanguineo NE membro sup nivel NE
8148,P528,3,P52.8 Outr hemorrag intracranianas feto rec-nasc
8149,X232,3,X23.2 Escolas outr instit areas admin publica
8150,L872,3,L87.2 Elastose perfurante serpiginosa
8151,R468,3,R46.8 Outr sint sinais relativos aparencia comport
8152,E896,3,E89.6 Hipofuncao adrenocortical pos-proced
8153,I092,3,I09.2 Pericardite reumatica cronica
8154,Y140,3,Y14.0 Residencia
8155,N161,3,N16.1 Transt renais tubulo-interst doenc neoplas
8156,V170,3,V17.0 Condutor em acid n-trans
8157,P242,3,P24.2 Aspiracao neonatal de sangue
8158,P233,3,P23.3 Pneumonia congen dev estreptococo do grupo B
8159,T598,3,T59.8 Outr gases fumacas e vapores espec
8160,A155,3,A15.5 Tuberc laring traq bronq c/conf bact e hist
8161,O354,3,O35.4 Assist prest mae lesao caus feto alcool mat
8162,J620,3,J62.0 Pneumoconiose dev po de talco
8163,W068,3,W06.8 Outr locais espec
8164,Q766,3,Q76.6 Outr malformacoes congen das costelas
8165,X518,3,X51.8 Outr locais espec
8166,Q606,3,Q60.6 Sindr de Potter
8167,V360,3,V36.0 Condutor acid n-trans
8168,Z840,3,Z84.0 Historia familiar doenc da pele e tec subcut
8169,R898,3,R89.8 Outr achados anormais
8170,Z133,3,Z13.3 Exame especial rastr transt mentais comport
8171,H742,3,H74.2 Descontinuidade e desloc ossiculos ouvido
8172,F144,3,F14.4 Sindr de abstinencia c/delirium
8173,P964,3,P96.4 Interrupcao de gravidez afet feto rec-nasc
8174,N982,3,N98.2 Complic relac tent introd ovulo fecund artif
8175,W660,3,W66.0 Residencia
8176,L590,3,L59.0 Eritema dev calor ou ao fogo
8177,N026,3,N02.6 Doenc de deposito denso
8178,Q846,3,Q84.6 Outr malformacoes congen das unhas
8179,F118,3,F11.8 Outr transt mentais ou comport
8180,P028,3,P02.8 Fet rec-nasc afet outr anorm membranas
8181,T730,3,T73.0 Efeitos da fome
8182,S552,3,S55.2 Traum de veia ao nivel do antebraco
8183,B669,3,B66.9 Infecc NE p/trematodeo
8184,X652,3,X65.2 Escolas outr instit areas admin publica
8185,Q785,3,Q78.5 Displasia metafisaria
8186,O984,3,O98.4 Hepatite viral complic gravidez parto puerp
8187,X201,3,X20.1 Habitacao coletiva
8188,Q767,3,Q76.7 Malformacao congen do esterno
8189,T034,3,T03.4 Luxac entors dist env reg mult membr sup inf
8190,F127,3,F12.7 Trans psicotico residual instalacao tard
8191,Y511,3,Y51.1 Outr parasimpaticomimeticos
8192,T816,3,T81.6 Reacao ag subst estr deix acid durante proc
8193,T502,3,T50.2 Inib anidrase carb benzotiazidas outr diuret
8194,H211,3,H21.1 Outr transt vasculares iris e corpo ciliar
8195,V441,3,V44.1 Passageiro acid n-trans
8196,Y823,3,Y82.3 Instrumentos materiais aparelhos cirurgicos
8197,A969,3,A96.9 Febre hemorragica p/arenavirus NE
8198,R632,3,R63.2 Polifagia
8199,H480,3,H48.0 Atrofia optica em doenc COP
8200,Q324,3,Q32.4 Outr malformacoes congen dos bronquios
8201,E615,3,E61.5 Defic de molibdenio
8202,L246,3,L24.6 Dermatite contato p/irrit dev alim cont pele
8203,P006,3,P00.6 Fet rec-nasc afet intervencao cirurgica mae
8204,V909,3,V90.9 Embarcacao NE
8205,M143,3,M14.3 Dermatoartrite lipoide
8206,V888,3,V88.8 Outr acid transp espec veic motor s/colis
8207,A590,3,A59.0 Tricomoniase urogenital
8208,X647,3,X64.7 Fazenda
8209,W555,3,W55.5 Areas de comercio e de servicos
8210,X003,3,X00.3 Area p/a pratica de esportes e atletismo
8211,X224,3,X22.4 Rua e estrada
8212,G734,3,G73.4 Miopatia em doenc infecc e parasit COP
8213,S543,3,S54.3 Traum nervo cutaneo sensitivo niv antebraco
8214,B528,3,B52.8 Malaria p/Plasmodium malariae c/outr complic
8215,T257,3,T25.7 Corrosao de 3.grau do tornozelo e do pe
8216,W890,3,W89.0 Residencia
8217,V815,3,V81.5 Queda no interior trem veic ferroviario
8218,R431,3,R43.1 Parosmia
8219,P132,3,P13.2 Lesao do femur dev traum de parto
8220,B382,3,B38.2 Coccidioidomicose pulmonar NE
8221,T422,3,T42.2 Succinimidas e oxazolidinadionas
8222,C881,3,C88.1 Doenc de cadeia pesada alfa
8223,W037,3,W03.7 Fazenda
8224,W669,3,W66.9 Local NE
8225,S280,3,S28.0 Esmag do torax
8226,G701,3,G70.1 Transt mioneurais toxicos
8227,Q779,3,Q77.9 Osteocond NE c/anom cresc osso long col vert
8228,R940,3,R94.0 Result anorm estudos funcao sist nerv centr
8229,P578,3,P57.8 Outr kernicterus espec
8230,V962,3,V96.2 Acid de planador causando traum a ocup
8231,Z835,3,Z83.5 Hist fam outr transt dos olhos e dos ouvidos
8232,B462,3,B46.2 Mucormicose gastrointestinal
8233,W590,3,W59.0 Residencia
8234,S653,3,S65.3 Traum do arco palmar profundo
8235,Z311,3,Z31.1 Inseminacao artificial
8236,I427,3,I42.7 Cardiomiopatia dev drogas e outr agentes ext
8237,D898,3,D89.8 Outr transt espec q comprom mec imunit NCOP
8238,F442,3,F44.2 Estupor dissociativo
8239,T401,3,T40.1 Heroina
8240,F135,3,F13.5 Transt psicotico
8241,X279,3,X27.9 Local NE
8242,X019,3,X01.9 Local NE
8243,Z230,3,Z23.0 Necess imunizacao somente colera
8244,Y790,3,Y79.0 Disp p/fins diagn ou de monitorizacao
8245,P119,3,P11.9 Traum de parto NE do sist nervoso central
8246,P362,3,P36.2 Septicemia rec-nasc dev Stafilococcus aureus
8247,P036,3,P03.6 Fet rec-nasc afet contracoes uterinas anorm
8248,W457,3,W45.7 Fazenda
8249,Z832,3,Z83.2 Hist fam doenc sang org hemat transt imunit
8250,T370,3,T37.0 Sulfonamidas
8251,R961,3,R96.1 Morte ocorr menos 24h apos inic sint n expl
8252,Z640,3,Z64.0 Problemas relac c/uma gravidez nao desejada
8253,F526,3,F52.6 Dispareunia nao-organica
8254,X208,3,X20.8 Outr locais espec
8255,W136,3,W13.6 Areas industriais e em construcao
8256,S153,3,S15.3 Traum da veia jugular interna
8257,H312,3,H31.2 Distrofia hereditaria da coroide
8258,B418,3,B41.8 Outr form de paracoccidioidomicose
8259,A320,3,A32.0 Listeriose cutanea
8260,T389,3,T38.9 Outr antagonistas hormonais e os NE
8261,E351,3,E35.1 Transt das supra-renais em doenc COP
8262,W016,3,W01.6 Areas industriais e em construcao
8263,B963,3,B96.3 H.influenzae como doenc class outr cap
8264,B394,3,B39.4 Histoplasmose NE p/Histoplasma capsulatum
8265,B608,3,B60.8 Outr doenc espec dev protozoarios
8266,X608,3,X60.8 Outr locais espec
8267,E638,3,E63.8 Outr defic nutricionais espec
8268,X462,3,X46.2 Escolas outr instit areas admin publica
8269,M182,3,M18.2 Artrose pos-traum bilat prim art carpometac
8270,K145,3,K14.5 Lingua escrotal
8271,Y548,3,Y54.8 Drogas atuam sobre metabolismo acido urico
8272,B408,3,B40.8 Outr form de blastomicose
8273,Y080,3,Y08.0 Residencia
8274,D812,3,D81.2 Imunodef comb grave c/num baix/norm celul B
8275,R869,3,R86.9 Achado anormal NE
8276,R192,3,R19.2 Peristaltismo visivel
8277,W453,3,W45.3 Area p/a pratica de esportes e atletismo
8278,L878,3,L87.8 Outr transt da eliminacao transepidermica
8279,M012,3,M01.2 Artrite na doenc de Lyme
8280,Z883,3,Z88.3 Hist pess alergia a outr agentes antiinfecc
8281,Z602,3,Z60.2 Viver so
8282,L564,3,L56.4 Erupcao polimorfa a luz
8283,T332,3,T33.2 Geladura superf do torax
8284,Y531,3,Y53.1 Outr medic antiacidos anti-secrecao gastrica
8285,I379,3,I37.9 Transt NE da valva pulmonar
8286,L432,3,L43.2 Reacao liquenoide a droga
8287,R448,3,R44.8 Outr sint sinais espec rel sensac percep ger
8288,H131,3,H13.1 Conjuntivite em doenc infecc e parasit COP
8289,B583,3,B58.3 Toxoplasmose pulmonar
8290,P546,3,P54.6 Hemorragia vaginal neonatal
8291,Z562,3,Z56.2 Ameaca de perda de emprego
8292,Z905,3,Z90.5 Ausencia adquir do rim
8293,Y658,3,Y65.8 Outr acid espec prest cuidado medic cirurg
8294,W390,3,W39.0 Residencia
8295,P502,3,P50.2 Perda sanguinea fetal originada da placenta
8296,N031,3,N03.1 Lesoes glomerulares focais e segmentares
8297,B889,3,B88.9 Infestacao NE
8298,A507,3,A50.7 Sifilis congen tard NE
8299,X049,3,X04.9 Local NE
8300,L660,3,L66.0 Pseudopelada
8301,T043,3,T04.3 Traum p/esmag envolv regioes mult membr inf
8302,P024,3,P02.4 Fet rec-nasc afet prolapso cordao umbilical
8303,T882,3,T88.2 Choque dev anestesia
8304,S941,3,S94.1 Traum do nervo plantar interno
8305,E064,3,E06.4 Tireoidite induz p/droga
8306,R98,3,R98   Morte s/assist
8307,X443,3,X44.3 Area p/a pratica de esportes e atletismo
8308,Z970,3,Z97.0 Presenca de olho artificial
8309,W131,3,W13.1 Habitacao coletiva
8310,S852,3,S85.2 Traum da arteria peronial
8311,C722,3,C72.2 Nervo olfativo
8312,M084,3,M08.4 Artrite juvenil pauciarticular
8313,A164,3,A16.4 Tuberc laring traq bronq s/menc bact hist
8314,E744,3,E74.4 Disturbios metab piruvato gliconeogenese
8315,X433,3,X43.3 Area p/a pratica de esportes e atletismo
8316,V482,3,V48.2 Pessoa viajando ext veic acid n-trans
8317,Z831,3,Z83.1 Historia familiar outr doenc infecc parasit
8318,P748,3,P74.8 Outr disturbios metabolicos transit rec-nasc
8319,Y499,3,Y49.9 Subst psicotropica NE
8320,C941,3,C94.1 Eritremia cronica
8321,B060,3,B06.0 Rubeola c/complic neurologicas
8322,P518,3,P51.8 Outr hemorragias umbilicais do recem-nascido
8323,P250,3,P25.0 Enfisema interst originado periodo perinatal
8324,X954,3,X95.4 Rua e estrada
8325,R838,3,R83.8 Outr achados anormais
8326,Y208,3,Y20.8 Outr locais espec
8327,P918,3,P91.8 Outr disturbios espec funcao cerebr rec-nasc
8328,E52,3,E52   Defic de niacina
8329,V049,3,V04.9 Acid NE se trans ou nao-trans
8330,Z222,3,Z22.2 Portador de difteria
8331,T472,3,T47.2 Laxativos estimulantes
8332,L444,3,L44.4 Acrodermatite papular infantil
8333,L418,3,L41.8 Outr parapsoriases
8334,I521,3,I52.1 Outr afecc card outr doenc infec parasit COP
8335,A051,3,A05.1 Botulismo
8336,Y311,3,Y31.1 Habitacao coletiva
8337,M835,3,M83.5 Outr osteomalacias do adulto induz p/drogas
8338,A439,3,A43.9 Nocardiose NE
8339,Z362,3,Z36.2 Outr rastr pre-natais p/amniocentese
8340,A220,3,A22.0 Carbunculo cutaneo
8341,G602,3,G60.2 Neuropatia assoc a ataxia hereditaria
8342,S18,3,S18   Amput traum ao nivel do pescoco
8343,O740,3,O74.0 Pneumonite aspirat dev anest trab parto part
8344,P131,3,P13.1 Outr lesoes cranianas dev traum de parto
8345,A369,3,A36.9 Difteria NE
8346,W832,3,W83.2 Escolas outr instit areas admin publica
8347,L105,3,L10.5 Penfigo induz p/drogas
8348,B232,3,B23.2 Doenc p/HIV result anom hemat imunolog NCOP
8349,O347,3,O34.7 Assist prest mae p/anorm da vulva e perineo
8350,W552,3,W55.2 Escolas outr instit areas admin publica
8351,T044,3,T04.4 Traum p/esmag env regioes mult membr sup inf
8352,W801,3,W80.1 Habitacao coletiva
8353,R860,3,R86.0 Nivel enzimatico anormal
8354,P133,3,P13.3 Lesao de outr ossos longos dev traum parto
8355,X624,3,X62.4 Rua e estrada
8356,R768,3,R76.8 Outr achados imunologicos espec anorm soro
8357,P018,3,P01.8 Fet rec-nasc afet outr complic mat gravidez
8358,T050,3,T05.0 Amput traum de ambas as maos
8359,T749,3,T74.9 Sindr NE de maus tratos
8360,Y409,3,Y40.9 Antibiotico sistemico NE
8361,B952,3,B95.2 Estreptoc grupo D causa doenc class outr cap
8362,H474,3,H47.4 Transt do quiasma optico
8363,Q165,3,Q16.5 Malformacao congen do ouvido interno
8364,Q958,3,Q95.8 Outr rearranjos e marcadores equilibrados
8365,D831,3,D83.1 Imunodef com var pred transt imunorreg cel T
8366,Z112,3,Z11.2 Exame especial rastr outr doenc bacter
8367,T343,3,T34.3 Gelad necr tec pared abd part inf dors pelv
8368,O752,3,O75.2 Febre durante o trabalho de parto NCOP
8369,X202,3,X20.2 Escolas outr instit areas admin publica
8370,X588,3,X58.8 Outr locais espec
8371,P710,3,P71.0 Hipocalcemia recem-nascido p/uso leite vaca
8372,W539,3,W53.9 Local NE
8373,Q349,3,Q34.9 Malformacao congen NE do aparelho respirat
8374,L568,3,L56.8 Outr alt agud esp pele dev rad ultravioleta
8375,O073,3,O07.3 Falha aborto prov raz medic outr complic NE
8376,V415,3,V41.5 Condutor acid trans
8377,O285,3,O28.5 Achados cromos genet anorm rastr antenat mae
8378,N894,3,N89.4 Leucoplasia da vagina
8379,O983,3,O98.3 Out inf via trans sex compl grav parto puerp
8380,N163,3,N16.3 Transt renais tubulo-interst doenc metab
8381,Y282,3,Y28.2 Escolas outr instit areas admin publica
8382,Q672,3,Q67.2 Dolicocefalia
8383,Z563,3,Z56.3 Ritmo de trabalho penoso
8384,Y119,3,Y11.9 Local NE
8385,X628,3,X62.8 Outr locais espec
8386,V481,3,V48.1 Passageiro acid n-trans
8387,Y084,3,Y08.4 Rua e estrada
8388,O890,3,O89.0 Complic pulm anestesia durante puerperio
8389,W209,3,W20.9 Local NE
8390,X500,3,X50.0 Residencia
8391,T333,3,T33.3 Geladura superf pared abd part inf dors pelv
8392,B602,3,B60.2 Naegleriase
8393,T463,3,T46.3 Vasodilatadores coronarianos NCOP
8394,L904,3,L90.4 Acrodermatite cronica atrofica
8395,P378,3,P37.8 Outr doenc infecc e parasit congen espec
8396,X477,3,X47.7 Fazenda
8397,F128,3,F12.8 Outr transt mentais ou comport
8398,W132,3,W13.2 Escolas outr instit areas admin publica
8399,M102,3,M10.2 Gota induz p/drogas
8400,V275,3,V27.5 Passageiro acid trans
8401,T569,3,T56.9 Metal NE
8402,I072,3,I07.2 Estenose tricuspide c/insuf
8403,T520,3,T52.0 Derivados do petroleo
8404,W679,3,W67.9 Local NE
8405,N061,3,N06.1 Lesoes glomerulares focais e segmentares
8406,R482,3,R48.2 Apraxia
8407,H213,3,H21.3 Cistos iris corpo ciliar e camara anterior
8408,V184,3,V18.4 Condutor em acid trans
8409,Z731,3,Z73.1 Acentuacao de tracos de personalidade
8410,M356,3,M35.6 Paniculite recidivante
8411,E742,3,E74.2 Disturbios do metabolismo da galactose
8412,T388,3,T38.8 Outr hormonios e substitutos sinteticos e NE
8413,L131,3,L13.1 Dermatite pustular subcorneana
8414,T207,3,T20.7 Corrosao de 3.grau cabeca e pescoco
8415,E617,3,E61.7 Defic de mult elementos nutrientes
8416,F155,3,F15.5 Transt psicotico
8417,T690,3,T69.0 Mao e pe de imersao
8418,W114,3,W11.4 Rua e estrada
8419,H214,3,H21.4 Membranas pupilares
8420,Y113,2,Y11.3 Area p/a pratica de esportes e atletismo
8421,P919,2,P91.9 Disturbio NE da funcao cerebral rec-nasc
8422,X743,2,X74.3 Area p/a pratica de esportes e atletismo
8423,Z828,2,Z82.8 Hist fam outr incap doenc cron incapac NCOP
8424,X010,2,X01.0 Residencia
8425,Y882,2,Y88.2 Seq incid adv uso disp med atos diagn terap
8426,A544,2,A54.4 Infecc gonococica sist musculo-esqueletico
8427,M494,2,M49.4 Espondilopatia neuropatica
8428,X679,2,X67.9 Local NE
8429,A033,2,A03.3 Shiguelose dev Shigella sonnei
8430,Y243,2,Y24.3 Area p/a pratica de esportes e atletismo
8431,X642,2,X64.2 Escolas outr instit areas admin publica
8432,X090,2,X09.0 Residencia
8433,F629,2,F62.9 Modificacao duradoura da personalidade NE
8434,W007,2,W00.7 Fazenda
8435,F171,2,F17.1 Uso nocivo p/a saude
8436,W151,2,W15.1 Habitacao coletiva
8437,O751,2,O75.1 Choque durante ou subseq trab parto e parto
8438,Z864,2,Z86.4 Historia pessoal de abuso subst psicoativas
8439,S557,2,S55.7 Traum mult vasos sanguineos nivel antebraco
8440,A931,2,A93.1 Febre p/flebotomos
8441,Y079,2,Y07.9 Outr sindr de maus tratos p/pessoa NE
8442,Q141,2,Q14.1 Malformacao congen da retina
8443,X720,2,X72.0 Residencia
8444,S151,2,S15.1 Traum da arteria vertebral
8445,V421,2,V42.1 Passageiro acid n-trans
8446,W709,2,W70.9 Local NE
8447,B403,2,B40.3 Blastomicose cutanea
8448,Z990,2,Z99.0 Dependencia de aspirador
8449,T603,2,T60.3 Herbicidas e fungicidas
8450,H133,2,H13.3 Penfigoide ocular
8451,Z551,2,Z55.1 Escolarizacao nao disponivel e impossivel
8452,Q142,2,Q14.2 Malformacao congen do disco optico
8453,P138,2,P13.8 Lesoes outr partes esqueleto dev traum parto
8454,L443,2,L44.3 Liquen rubro moniliforme
8455,T256,2,T25.6 Corrosao de 2.grau do tornozelo e do pe
8456,P235,2,P23.5 Pneumonia congen dev a Pseudomonas
8457,Z802,2,Z80.2 Hist fam neopl malig outr org resp intrator
8458,B484,2,B48.4 Penicilose
8459,W041,2,W04.1 Habitacao coletiva
8460,C882,2,C88.2 Doenc de cadeia pesada gama
8461,F158,2,F15.8 Outr transt mentais ou comport
8462,A983,2,A98.3 Doenc de Marburg
8463,P702,2,P70.2 Diabetes mellitus neonatal
8464,Y728,2,Y72.8 Disp diversos incl combinacoes NCOP
8465,P768,2,P76.8 Outr obstrucoes intestinais espec rec-nasc
8466,Y573,2,Y57.3 Subst p/restringir a ingestao de alcool
8467,L689,2,L68.9 Hipertricose NE
8468,Y248,2,Y24.8 Outr locais espec
8469,X800,2,X80.0 Residencia
8470,W594,2,W59.4 Rua e estrada
8471,Q517,2,Q51.7 Fistula congen utero-digest ou utero-urinar
8472,O665,2,O66.5 Falha aplicacao forceps e vacuo-extrator NE
8473,X240,2,X24.0 Residencia
8474,X691,2,X69.1 Habitacao coletiva
8475,X259,2,X25.9 Local NE
8476,O695,2,O69.5 Trab parto e parto complic lesao vasc cordao
8477,X233,2,X23.3 Area p/a pratica de esportes e atletismo
8478,Q960,2,Q96.0 Cariotipo 45 X
8479,T330,2,T33.0 Geladura superf da cabeca
8480,S957,2,S95.7 Traum mult vasos sang nivel tornozelo e pe
8481,V660,2,V66.0 Condutor acid n-trans
8482,N741,2,N74.1 Tuberc da pelve femin
8483,Q122,2,Q12.2 Coloboma do cristalino
8484,Z658,2,Z65.8 Outr probl espec relac circunst psicossoc
8485,Q801,2,Q80.1 Ictiose ligada ao cromossomo X
8486,P839,2,P83.9 Afeccao NE tegumento propria feto rec-nasc
8487,B332,2,B33.2 Cardite viral
8488,X673,2,X67.3 Area p/a pratica de esportes e atletismo
8489,Y738,2,Y73.8 Disp diversos incl combinacoes NCOP
8490,R830,2,R83.0 Nivel enzimatico anormal
8491,E053,2,E05.3 Tireotoxicose caus p/tec tireoid ectopico
8492,Z024,2,Z02.4 Exame p/licenca p/a conducao de veic
8493,Y094,2,Y09.4 Rua e estrada
8494,X439,2,X43.9 Local NE
8495,A422,2,A42.2 Actinomicose cervicofacial
8496,B059,2,B05.9 Sarampo s/complic
8497,B457,2,B45.7 Criptococose disseminada
8498,V185,2,V18.5 Passageiro em acid trans
8499,T691,2,T69.1 Congelamento
8500,T481,2,T48.1 Relaxantes musculares esqueleticos
8501,L103,2,L10.3 Penfigo brasileiro
8502,P524,2,P52.4 Hemorragia intracerebr feto e recem-nascido
8503,X549,2,X54.9 Local NE
8504,O95,2,O95   Morte obstetrica de causa NE
8505,W328,2,W32.8 Outr locais espec
8506,I661,2,I66.1 Oclusao e estenose arteria cerebral anterior
8507,S559,2,S55.9 Traum de vasos sanguineos NE nivel antebraco
8508,F633,2,F63.3 Tricotilomania
8509,P729,2,P72.9 Transt endocrino neonatal transitorio NE
8510,X320,2,X32.0 Residencia
8511,M184,2,M18.4 Outr cartroses sec bilat prim art carpometac
8512,V484,2,V48.4 Pessoa ao subir ou descer do veic
8513,O353,2,O35.3 Assist prest mae lesao fet caus doen vir mat
8514,X931,2,X93.1 Habitacao coletiva
8515,P544,2,P54.4 Hemorragia supra-renal neonatal
8516,T590,2,T59.0 Oxidos de nitrogenio
8517,T254,2,T25.4 Corrosao do tornozelo e do pe grau NE
8518,W342,2,W34.2 Escolas outr instit areas admin publica
8519,F114,2,F11.4 Sindr de abstinencia c/delirium
8520,Y191,2,Y19.1 Habitacao coletiva
8521,X660,2,X66.0 Residencia
8522,Z908,2,Z90.8 Ausencia adquir de outr orgaos
8523,Q727,2,Q72.7 Pe bifido
8524,S757,2,S75.7 Traum mult vasos sang nivel quadril e coxa
8525,V938,2,V93.8 Outr embarcacoes s/motor
8526,Q783,2,Q78.3 Displasia diafisaria progressiva
8527,W782,2,W78.2 Escolas outr instit areas admin publica
8528,A932,2,A93.2 Febre do Colorado transm p/carrapatos
8529,T335,2,T33.5 Geladura superf do punho e da mao
8530,W451,2,W45.1 Habitacao coletiva
8531,X302,2,X30.2 Escolas outr instit areas admin publica
8532,E59,2,E59   Defic de selenio da dieta
8533,C963,2,C96.3 Linfoma histiocitico verdadeiro
8534,M482,2,M48.2 Kissing spine
8535,F137,2,F13.7 Trans psicotico residual instalacao tard
8536,T918,2,T91.8 Sequelas outr traum espec pescoco e tronco
8537,Z953,2,Z95.3 Presenca de valva cardiaca xenogena
8538,T570,2,T57.0 Arsenico e seus compostos
8539,Y422,2,Y42.2 Drogas antitireoidianas
8540,V509,2,V50.9 Ocupante NE acid trans
