"Município";"2007/Fev";"2007/Mai";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"Total"
"261130 Pombos";-;-;-;-;-;-;1;1;-;-;2;1;1;1;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;2;-;-;1;1;1;1;2;-;-;-;1;1;-;2;-;1;2;2;-;1;1;2;2;-;2;-;-;-;1;-;-;3;-;-;1;-;2;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;61
"261140 Primavera";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"261150 Quipapá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;3;2;2;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;23
"261153 Quixaba";-;-;-;-;-;2;1;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;2;-;1;1;-;-;-;-;-;-;1;-;-;-;1;1;-;-;1;-;1;-;1;1;-;-;-;-;2;1;-;-;-;-;-;-;1;1;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35
"261160 Recife";-;-;-;-;-;1;15;15;10;12;14;8;8;2;1;7;5;6;12;8;4;7;8;8;12;11;8;7;5;10;12;7;7;10;13;7;7;4;6;9;7;8;3;2;8;8;7;4;6;10;6;13;9;3;11;4;8;5;4;10;5;12;20;12;12;11;9;4;7;14;3;8;9;15;14;8;7;13;11;9;9;7;6;10;12;9;8;11;13;3;4;8;7;4;8;4;2;5;4;3;7;5;4;3;4;7;3;9;7;7;5;3;10;9;2;9;4;13;6;4;1;5;3;4;9;7;2;3;4;6;2;5;4;1;1;3;2;4;3;3;4;1;2;3;4;2;4;1;6;5;1;2;2;-;-;-;1;993
"261170 Riacho das Almas";-;-;-;-;-;-;-;3;1;-;1;-;-;1;2;-;-;-;1;2;-;3;2;1;-;-;-;2;6;1;-;1;-;1;-;2;-;1;-;-;-;-;-;-;-;-;1;-;2;1;1;-;1;1;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46
"261180 Ribeirão";-;-;-;-;-;-;1;-;-;1;1;-;1;1;-;-;-;1;-;-;-;1;1;-;1;2;-;3;1;-;1;2;2;2;1;1;-;-;-;-;-;-;1;1;-;1;2;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;-;2;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48
"261190 Rio Formoso";-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;18
"261200 Sairé";-;-;-;-;-;-;-;-;-;-;2;1;-;1;1;-;-;-;2;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"261210 Salgadinho";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"261220 Salgueiro";-;-;-;-;1;3;12;5;7;7;9;6;4;5;13;3;7;5;4;2;7;6;4;3;2;4;1;6;4;2;4;3;3;3;2;6;3;2;4;6;3;4;2;2;-;-;3;4;4;1;6;1;5;3;3;-;2;1;2;2;1;-;3;-;1;1;-;3;1;2;5;1;3;3;3;1;1;2;2;3;1;1;1;-;-;2;-;-;2;-;2;-;-;-;-;2;-;2;2;-;2;1;1;1;1;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;1;-;1;-;-;1;-;-;-;-;-;-;1;2;1;1;-;1;-;-;-;-;-;288
"261230 Saloá";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;2;-;1;1;-;-;1;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;27
"261240 Sanharó";-;-;-;-;1;-;1;-;3;1;-;-;-;3;2;-;-;3;-;3;3;2;-;2;2;1;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;1;1;-;1;2;1;-;3;1;3;1;1;1;-;-;-;-;2;-;1;1;-;1;1;2;-;-;1;-;-;1;1;-;-;1;-;1;-;-;1;-;-;-;-;-;1;-;-;2;-;-;-;1;-;-;-;3;-;-;1;-;1;-;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;74
"261245 Santa Cruz";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;1;1;-;2;-;-;2;-;-;-;-;2;-;3;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;26
"261247 Santa Cruz da Baixa Verde";-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;2;2;2;1;1;-;7;3;4;-;-;-;1;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;3;1;1;-;1;-;-;-;1;3;-;-;-;1;-;2;-;2;-;-;-;-;-;1;2;-;2;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;63
"261250 Santa Cruz do Capibaribe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;1;-;-;2;1;-;1;-;1;1;-;-;1;1;1;1;1;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;29
"261255 Santa Filomena";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"261260 Santa Maria da Boa Vista";-;-;-;-;-;-;1;-;1;1;-;1;-;2;-;-;-;-;3;-;-;-;-;-;-;-;-;-;2;-;1;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;3;-;-;1;-;-;-;2;-;-;1;-;1;1;1;-;-;1;-;-;1;1;-;1;1;-;-;-;-;-;1;-;-;-;-;1;2;-;-;-;2;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;1;-;1;-;-;-;2;-;-;-;1;-;-;-;-;-;51
"261270 Santa Maria do Cambucá";-;-;-;-;-;-;-;-;-;1;1;-;1;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22
"261280 Santa Terezinha";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;2;1;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;2;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;27
"261290 São Benedito do Sul";-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"261300 São Bento do Una";-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;1;-;-;-;-;-;-;1;-;1;1;1;2;1;-;1;-;1;3;1;1;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;1;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;39
"261310 São Caitano";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;-;1;2;1;1;-;-;-;-;-;1;-;1;-;3;-;-;-;1;-;1;1;1;1;1;1;1;-;1;2;-;2;2;1;-;-;4;1;-;-;2;2;1;-;1;1;-;1;-;1;-;-;2;2;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;1;-;1;-;2;3;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;63
"261320 São João";-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;25
"261330 São Joaquim do Monte";-;-;-;-;-;-;-;-;1;2;-;1;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;3;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28
"261340 São José da Coroa Grande";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;1;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19
"261350 São José do Belmonte";-;-;-;-;-;-;2;-;1;1;-;-;-;3;1;-;1;2;1;-;2;1;1;-;2;1;-;-;-;-;-;-;-;-;-;-;3;2;3;2;6;2;4;-;-;2;2;1;-;1;1;1;-;2;1;1;7;6;3;5;3;7;1;1;1;2;-;1;-;-;-;-;1;-;-;-;-;1;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;5;4;6;3;3;-;4;4;-;2;4;-;1;5;2;5;1;-;-;8;1;-;2;-;4;1;-;-;1;1;3;-;-;-;1;3;1;-;-;-;-;173
"261360 São José do Egito";-;-;-;-;-;-;-;1;1;1;2;1;1;1;2;-;-;1;2;1;-;2;-;-;1;-;2;-;-;1;-;2;2;2;1;1;1;1;4;2;-;3;1;-;1;-;2;-;3;1;3;1;4;1;2;3;1;4;3;1;1;2;4;-;-;-;1;-;2;-;-;-;-;3;3;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;1;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;100
"261370 São Lourenço da Mata";-;-;-;-;-;1;-;2;5;5;-;1;2;1;1;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;1;1;-;1;-;-;-;-;1;-;1;-;-;1;1;-;1;-;1;-;1;-;-;-;-;-;2;-;-;-;-;-;2;-;1;-;1;-;1;-;-;-;1;-;-;-;-;1;-;1;1;3;1;-;1;1;-;1;1;-;-;2;1;-;-;1;-;1;1;-;-;-;2;-;-;-;1;1;-;1;-;-;-;-;-;-;1;-;-;1;1;-;2;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;74
"261380 São Vicente Ferrer";-;-;-;-;-;1;-;1;1;-;-;-;-;1;-;-;2;1;1;-;1;-;1;-;1;-;-;3;2;-;1;-;-;-;2;-;1;-;1;1;-;-;-;1;-;1;-;-;-;2;3;-;1;1;1;1;1;-;1;-;1;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;1;-;-;-;2;1;-;-;-;1;-;-;-;-;1;1;1;1;1;2;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;1;-;-;-;-;1;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;62
"261390 Serra Talhada";-;-;-;1;-;-;4;3;2;4;2;4;2;3;4;7;1;2;2;2;2;1;1;1;5;2;4;3;5;3;1;1;-;3;5;4;-;2;3;4;6;5;5;3;4;2;2;2;1;2;4;1;2;1;2;1;2;1;6;3;3;5;2;3;2;1;5;-;1;2;1;3;4;-;-;3;3;1;-;1;1;-;2;-;-;-;3;2;1;-;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;1;-;-;-;2;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;212
"261400 Serrita";-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;1;-;1;-;-;-;-;1;-;1;2;-;-;-;1;-;2;-;-;1;1;-;1;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;2;-;-;1;-;-;-;3;-;-;-;-;-;1;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;36
"261410 Sertânia";-;-;-;-;-;-;1;3;5;6;-;2;2;2;1;1;-;1;2;-;-;1;1;1;2;1;7;-;1;2;3;-;5;1;2;-;-;-;1;2;2;-;2;1;1;3;1;1;1;1;3;-;1;1;2;2;1;3;1;3;-;1;-;1;2;2;1;5;2;1;-;1;1;-;1;1;-;-;-;-;-;-;-;1;-;-;2;1;2;-;1;1;1;1;1;-;-;-;-;-;1;1;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;-;-;1;1;-;1;-;-;1;-;1;1;1;1;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;136
"261420 Sirinhaém";-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;2;-;-;-;4;-;-;4;2;-;-;-;-;3;-;-;-;1;2;-;-;1;-;-;-;2;1;-;-;-;-;-;-;-;-;2;-;1;1;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;2;-;-;1;1;3;-;-;-;1;-;-;1;1;2;-;-;1;-;-;1;-;-;1;1;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;54
"261440 Solidão";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;1;-;-;2;-;1;-;-;1;1;-;-;-;1;-;1;-;-;-;-;-;-;1;1;-;1;2;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;34
"261450 Surubim";-;-;-;-;-;1;1;4;1;3;8;3;2;5;2;7;2;1;2;2;3;1;2;4;3;3;2;-;4;5;1;-;-;2;3;1;-;2;2;3;2;4;3;-;-;-;1;-;-;1;2;1;-;2;2;1;1;1;1;3;6;2;1;1;-;-;1;4;3;-;2;1;1;1;1;-;2;1;2;2;2;1;1;2;-;1;2;2;1;2;4;2;-;1;-;2;2;1;1;2;1;1;2;-;1;1;3;1;-;4;1;-;2;1;-;1;-;-;-;-;2;1;-;-;-;1;1;-;-;-;-;-;-;-;1;-;1;1;4;1;-;-;1;-;1;1;-;-;-;-;-;-;-;1;-;-;1;207
"261460 Tabira";-;-;1;-;1;4;2;-;1;-;1;-;-;2;2;-;-;-;2;1;4;2;1;-;-;2;5;6;3;2;4;1;2;2;2;2;5;5;7;6;8;1;3;2;4;2;5;3;4;3;4;5;12;2;5;8;8;6;13;11;9;2;7;7;10;2;4;2;3;3;1;1;2;2;-;-;-;1;2;-;-;3;3;2;1;2;-;-;-;1;2;2;4;2;2;5;3;3;2;-;-;-;2;2;-;-;1;-;-;-;1;1;2;-;1;-;1;2;1;1;1;1;1;1;1;-;-;1;1;1;1;1;1;-;2;3;1;-;1;3;1;-;-;-;1;1;1;1;-;-;1;-;-;-;-;-;-;324
"261470 Tacaimbó";-;-;-;-;1;1;-;-;-;-;1;-;1;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
