 Morbidade Hospitalar do SUS - por local de residência - Brasil
Internações por Município e Capítulo CID-10
Período:2017
"Município";"Cap 01";"Cap 02";"Cap 03";"Cap 04";"Cap 05";"Cap 06";"Cap 07";"Cap 08";"Cap 09";"Cap 10";"Cap 11";"Cap 12";"Cap 13";"Cap 14";"Cap 15";"Cap 16";"Cap 17";"Cap 18";"Cap 19";"Cap 21";"Total"
"150600 Prainha";107;35;9;14;2;15;-;4;55;102;148;34;19;143;651;15;7;13;146;26;1545
"150610 Primavera";40;9;2;11;8;3;1;-;29;44;73;25;9;28;123;19;1;19;72;18;534
"150611 Quatipuru";34;22;2;3;2;-;1;-;19;29;61;29;5;25;166;7;4;14;43;7;473
"150613 Redenção";371;171;44;92;14;63;5;11;277;494;619;108;50;613;1842;167;62;39;689;74;5805
"150616 Rio Maria";163;20;15;44;1;22;1;1;81;196;134;33;6;166;263;7;7;5;146;5;1316
"150618 Rondon do Pará";1239;40;19;64;1;14;7;2;353;778;478;21;38;386;449;24;5;38;271;20;4247
"150619 Rurópolis";156;53;12;29;-;18;1;5;102;213;152;10;17;243;305;4;11;5;277;2;1615
"150620 Salinópolis";166;113;6;43;14;9;7;2;146;221;332;66;25;180;677;53;8;34;248;49;2399
"150630 Salvaterra";186;43;11;2;2;8;3;-;65;78;122;8;6;153;415;14;1;1;122;16;1256
"150635 Santa Bárbara do Pará";44;29;4;2;16;6;4;1;51;59;78;6;7;33;357;43;2;13;132;22;909
"150640 Santa Cruz do Arari";83;8;1;55;-;1;1;-;62;161;11;3;-;58;84;5;-;5;21;4;563
"150650 Santa Izabel do Pará";234;101;12;39;31;12;8;3;110;223;192;74;32;95;918;126;11;31;402;90;2744
"150655 Santa Luzia do Pará";67;22;2;5;7;4;2;3;28;63;91;25;8;37;300;12;5;14;96;16;807
"150658 Santa Maria das Barreiras";85;10;2;22;-;11;1;-;64;101;98;21;2;123;113;6;11;4;117;5;796
"150660 Santa Maria do Pará";470;27;13;39;10;36;3;4;91;294;221;71;48;199;412;26;6;117;190;34;2311
"150670 Santana do Araguaia";289;68;11;63;2;14;1;1;158;203;258;33;23;399;878;38;8;9;344;7;2807
"150680 Santarém";1500;805;71;134;-;131;14;23;807;826;1844;394;179;861;6251;617;105;162;1789;101;16614
"150690 Santarém Novo";18;5;1;2;-;1;2;-;16;28;36;12;3;10;110;3;3;10;22;3;285
"150700 Santo Antônio do Tauá";1650;38;1;37;5;2;4;-;176;723;384;6;9;246;487;36;3;11;309;47;4174
"150710 São Caetano de Odivelas";47;16;2;4;12;2;3;-;30;35;39;5;5;18;147;19;3;3;89;16;495
"150715 São Domingos do Araguaia";170;16;3;14;3;11;8;-;64;145;178;5;9;10;319;17;1;3;76;5;1057
"150720 São Domingos do Capim";313;21;15;46;9;9;-;3;72;241;245;22;16;214;476;63;5;7;233;64;2074
"150730 São Félix do Xingu";668;84;30;120;22;55;2;4;366;765;366;80;24;435;1031;23;18;35;624;87;4839
"150740 São Francisco do Pará";40;15;2;7;2;4;3;-;38;45;67;35;2;27;113;24;2;5;103;31;565
"150745 São Geraldo do Araguaia";680;49;16;58;1;43;5;6;116;400;194;23;11;193;550;30;4;8;102;3;2492
"150746 São João da Ponta";10;4;1;1;4;2;-;-;8;5;19;10;3;3;86;13;-;3;19;6;197
"150747 São João de Pirabas";125;40;8;42;15;14;1;2;56;86;156;51;29;94;377;28;6;22;108;18;1278
"150750 São João do Araguaia";123;9;3;6;-;2;3;1;30;97;39;20;4;20;145;10;-;3;33;2;550
"150760 São Miguel do Guamá";214;53;22;84;29;9;8;3;113;257;268;76;30;170;987;77;11;26;411;127;2975
"150770 São Sebastião da Boa Vista";268;31;6;10;7;4;2;-;65;125;77;3;3;80;329;23;2;5;95;14;1149
"150775 Sapucaia";77;11;2;15;2;11;2;1;11;65;38;7;11;55;103;2;1;3;57;2;476
"150780 Senador José Porfírio";115;19;7;21;-;22;1;1;40;159;78;47;23;204;294;2;5;9;140;8;1195
"150790 Soure";280;32;21;30;3;14;-;4;217;356;164;64;12;205;521;13;5;5;241;31;2218
"150795 Tailândia";165;94;25;26;9;16;4;6;128;273;333;126;41;166;1455;81;25;71;589;21;3654
"150796 Terra Alta";27;9;-;4;6;2;1;-;23;33;29;27;4;17;207;37;2;2;76;24;530
"150797 Terra Santa";173;14;7;9;-;14;-;1;59;102;82;15;8;138;430;6;1;8;128;-;1195
"150800 Tomé-Açu";449;67;19;49;13;29;8;5;140;315;194;57;23;190;1600;61;12;12;543;106;3892
"150803 Tracuateua";483;61;4;93;31;27;5;1;160;436;261;30;41;314;589;87;14;54;154;13;2858
"150805 Trairão";131;13;10;41;3;10;1;7;140;170;162;28;102;185;267;14;5;27;261;1;1578
"150808 Tucumã";783;44;27;177;4;16;3;1;287;1181;328;19;29;704;528;13;14;10;271;65;4504
"150810 Tucuruí";108;90;38;50;2;21;9;2;157;177;265;41;40;220;2114;57;21;5;457;71;3945
"150812 Ulianópolis";634;41;27;175;1;16;-;1;342;769;463;31;24;365;553;14;12;9;356;38;3871
"150815 Uruará";538;96;94;140;2;57;-;6;330;550;402;16;42;520;950;9;9;29;648;16;4454
"150820 Vigia";568;76;33;39;19;17;5;6;98;307;191;105;16;216;808;85;8;11;242;47;2897
"150830 Viseu";1049;82;14;61;21;34;3;2;211;787;380;96;65;407;986;65;16;29;243;33;4584
"150835 Vitória do Xingu";91;21;19;16;-;15;-;-;55;110;98;18;8;89;416;6;16;7;133;23;1141
"150840 Xinguara";462;72;43;76;1;42;6;9;162;316;340;28;13;338;1079;42;26;9;453;46;3563
"160010 Amapá";19;29;1;13;3;4;1;-;22;33;23;2;3;41;134;5;2;4;11;2;352
"160020 Calçoene";69;5;5;5;2;2;2;2;23;58;24;2;3;53;178;5;-;42;52;17;549
"160021 Cutias";-;4;-;2;1;-;-;-;7;2;6;2;-;1;57;3;-;-;2;-;87
"160023 Ferreira Gomes";8;15;1;1;-;-;1;-;5;13;17;-;1;19;118;9;1;1;12;4;226
"160025 Itaubal";3;3;2;2;-;-;-;-;-;10;12;3;-;8;92;10;-;-;6;-;151
"160027 Laranjal do Jari";190;48;38;38;2;16;2;-;141;390;277;64;46;409;919;23;4;5;291;9;2912
"160030 Macapá";686;1035;81;181;56;163;32;50;1048;1616;1520;282;121;968;9479;739;86;107;968;118;19336
"160040 Mazagão";31;14;2;4;-;2;-;-;21;53;45;9;-;18;393;21;2;5;37;4;661
"160050 Oiapoque";130;10;8;26;4;10;-;1;49;165;71;26;14;69;426;13;2;5;59;1;1089
"160015 Pedra Branca do Amapari";21;5;3;8;2;3;6;1;8;20;13;6;7;24;168;4;1;1;11;2;314
"160053 Porto Grande";62;17;1;11;-;2;-;-;11;57;22;6;3;57;333;19;1;-;16;2;620
"160055 Pracuúba";2;5;3;-;-;-;-;-;3;9;4;-;-;2;58;3;-;-;7;-;96
"160060 Santana";341;215;16;69;16;27;6;10;267;799;337;43;15;273;2164;194;17;68;195;22;5094
"160005 Serra do Navio";1;5;-;-;-;-;-;-;3;3;4;-;1;4;43;-;-;-;4;-;68
"160070 Tartarugalzinho";11;4;-;2;-;-;1;-;10;19;13;5;-;14;127;6;-;1;11;1;225
"160080 Vitória do Jari";21;7;2;6;-;2;1;-;13;37;65;16;9;79;244;10;1;3;49;3;568
"170025 Abreulândia";2;6;3;-;-;2;1;-;6;10;13;-;3;1;21;4;-;-;9;3;84
"170030 Aguiarnópolis";25;8;1;7;2;6;1;1;23;19;25;7;7;21;82;5;-;-;24;2;266
"170035 Aliança do Tocantins";4;20;3;5;5;3;-;-;26;27;21;10;8;14;85;9;1;7;58;4;310
"170040 Almas";11;17;4;-;-;4;-;-;18;28;18;3;2;8;105;14;3;4;41;5;285
"170070 Alvorada";175;15;3;43;10;16;-;2;59;164;122;24;3;157;173;7;-;18;206;21;1218
"170100 Ananás";36;39;3;17;11;3;5;1;39;80;42;19;1;43;164;18;2;7;45;-;575
"170105 Angico";5;5;-;-;-;-;1;-;14;13;11;-;-;3;40;3;4;-;13;-;112
"170110 Aparecida do Rio Negro";25;9;4;5;1;8;-;-;19;42;26;15;7;9;67;7;2;2;35;6;289
"170130 Aragominas";13;25;1;3;4;4;-;-;10;7;15;-;-;10;77;10;-;4;28;5;216
"170190 Araguacema";70;12;2;11;2;4;-;-;20;71;85;9;3;42;83;4;-;8;28;3;457
"170200 Araguaçu";166;10;1;38;16;8;-;-;97;241;50;29;-;88;142;4;-;1;101;6;998
"170210 Araguaína";754;807;88;152;206;203;173;35;707;1050;788;335;98;536;3315;454;67;209;1086;70;11133
"170215 Araguanã";29;34;2;15;4;5;-;-;21;40;17;6;1;31;75;9;-;3;22;-;314
"170220 Araguatins";153;43;6;17;3;14;1;-;55;83;61;43;8;72;384;16;10;6;147;37;1159
"170230 Arapoema";154;16;2;11;2;9;-;1;68;128;61;8;3;55;108;12;1;13;59;2;713
"170240 Arraias";15;8;1;7;8;2;1;1;9;34;15;3;-;20;79;6;1;1;33;7;251
"170255 Augustinópolis";52;54;3;13;7;9;3;1;47;43;56;43;9;88;215;18;10;6;97;33;807
"170270 Aurora do Tocantins";1;-;-;4;-;1;-;-;4;4;2;6;3;6;15;1;-;2;6;1;56
"170290 Axixá do Tocantins";25;10;-;1;2;-;2;-;18;14;27;9;2;31;112;7;1;1;50;13;325
"170300 Babaçulândia";17;19;-;5;4;2;1;-;7;13;16;4;1;20;108;12;-;3;42;2;276
"170305 Bandeirantes do Tocantins";14;4;-;4;2;10;-;-;11;14;7;-;1;28;39;7;-;-;16;1;158
"170307 Barra do Ouro";3;17;1;1;1;1;-;-;11;8;11;4;2;8;103;12;3;-;23;1;210
"170310 Barrolândia";9;21;-;1;4;5;1;-;19;15;29;5;3;17;55;4;3;4;25;4;224
"170320 Bernardo Sayão";37;9;2;3;-;5;-;-;19;31;10;6;4;17;54;7;-;3;22;-;229
"170330 Bom Jesus do Tocantins";14;6;3;6;-;6;-;-;7;29;31;4;1;15;17;2;1;1;25;1;169
"170360 Brasilândia do Tocantins";12;2;1;1;1;-;2;-;7;7;9;-;-;10;13;1;-;-;18;2;86
"170370 Brejinho de Nazaré";21;27;1;4;9;2;2;-;42;29;31;8;5;26;73;11;1;5;38;22;357
"170380 Buriti do Tocantins";19;15;-;1;5;3;5;-;10;11;14;8;3;22;115;8;-;1;63;16;319
"170382 Cachoeirinha";-;5;-;1;-;-;-;-;4;3;3;1;2;9;22;3;-;-;5;3;61
"170384 Campos Lindos";9;6;-;3;1;1;-;-;15;17;12;4;-;11;125;22;1;3;31;1;262
"170386 Cariri do Tocantins";4;7;-;2;1;3;-;-;28;9;18;2;3;11;65;3;3;6;39;13;217
"170388 Carmolândia";10;7;7;-;1;3;-;1;20;18;18;6;2;5;49;6;-;3;25;2;183
"170389 Carrasco Bonito";7;6;1;1;-;1;-;-;8;6;7;2;1;15;57;2;1;-;14;9;138
"170390 Caseara";4;11;-;2;2;-;1;-;6;11;21;12;2;1;56;7;3;3;29;6;177
"170410 Centenário";1;2;2;1;-;3;-;-;12;6;9;2;2;7;8;1;2;1;23;1;83
"170510 Chapada da Natividade";9;3;4;-;1;1;-;-;14;14;13;6;-;12;35;2;1;6;11;1;133
"170460 Chapada de Areia";4;3;-;-;-;-;-;-;4;5;6;-;-;3;16;-;-;1;7;-;49
"170550 Colinas do Tocantins";194;81;17;52;13;22;5;5;172;239;150;51;7;189;411;62;5;25;214;17;1931
"171670 Colméia";33;31;9;12;2;2;1;-;31;53;38;14;2;46;104;5;1;3;43;9;439
"170555 Combinado";5;2;-;2;1;-;-;-;8;6;8;4;1;6;22;2;-;4;13;1;85
"170560 Conceição do Tocantins";3;4;1;1;2;2;-;-;14;8;14;5;3;9;50;7;1;2;32;5;163
"170600 Couto Magalhães";9;13;-;2;-;7;-;-;18;16;20;2;2;13;49;6;2;2;16;1;178
"170610 Cristalândia";24;21;2;5;3;6;-;-;34;59;33;40;4;24;79;8;-;3;36;5;386
"170625 Crixás do Tocantins";1;2;-;4;1;-;-;-;7;4;6;-;-;1;18;2;-;-;2;4;52
"170650 Darcinópolis";30;8;-;6;2;1;6;-;13;26;20;4;3;14;114;15;-;5;32;1;300
"170700 Dianópolis";29;25;5;7;3;12;-;1;61;107;74;19;3;43;261;22;6;8;115;12;813
"170710 Divinópolis do Tocantins";10;17;1;1;1;1;1;2;19;28;26;9;-;19;78;4;2;2;22;7;250
"170720 Dois Irmãos do Tocantins";8;9;2;2;3;2;-;-;26;7;28;16;2;10;36;3;1;4;29;7;195
"170730 Dueré";3;15;1;-;7;-;-;-;12;6;15;28;3;5;59;5;-;4;50;6;219
"170740 Esperantina";15;17;2;6;-;1;1;-;24;8;17;7;2;25;102;8;2;11;45;6;299
"170755 Fátima";6;6;2;5;2;3;-;-;13;20;23;7;4;8;60;7;-;1;32;10;209
"170765 Figueirópolis";11;19;2;4;3;8;-;-;24;11;17;4;6;17;72;6;-;6;77;12;299
"170770 Filadélfia";7;36;6;3;2;1;4;-;21;18;21;-;-;14;125;22;2;4;33;1;320
"170820 Formoso do Araguaia";14;34;6;9;17;18;2;-;42;56;66;30;15;30;277;13;2;14;140;21;806
"170825 Fortaleza do Tabocão";13;14;3;2;-;1;-;-;13;20;8;2;-;12;44;1;-;1;26;-;160
"170830 Goianorte";6;7;-;2;4;1;-;-;24;16;28;9;1;15;71;6;-;2;27;2;221
"170900 Goiatins";27;19;1;11;5;6;2;-;21;94;40;9;1;24;186;23;-;5;59;3;536
"170930 Guaraí";109;99;11;30;18;11;6;-;88;148;104;47;9;99;370;31;5;11;118;18;1332
"170950 Gurupi";123;233;24;72;110;81;21;4;395;377;394;126;58;227;1300;86;19;75;911;129;4765
"170980 Ipueiras";5;7;-;4;-;2;-;-;11;18;9;1;-;8;33;3;1;1;20;8;131
"171050 Itacajá";47;14;3;10;-;6;2;-;26;85;23;3;3;15;121;21;7;4;52;1;443
"171070 Itaguatins";9;7;3;2;1;2;-;-;8;12;13;8;-;11;44;3;1;3;31;11;169
"171090 Itapiratins";8;3;2;7;-;5;1;-;11;6;16;1;8;4;66;8;3;3;11;2;165
"171110 Itaporã do Tocantins";2;4;2;-;1;-;-;-;6;9;8;-;-;3;40;2;-;-;16;2;95
"171150 Jaú do Tocantins";4;5;1;4;3;2;-;-;14;13;27;1;6;7;22;2;-;2;32;7;152
"171180 Juarina";3;8;-;-;3;1;-;1;5;6;12;2;2;7;28;4;-;1;9;1;93
"171190 Lagoa da Confusão";109;28;2;29;5;10;2;14;36;141;84;16;11;48;205;23;4;12;97;7;883
"171195 Lagoa do Tocantins";7;2;1;-;3;5;1;-;7;16;12;3;2;14;45;5;-;2;20;5;150
"171200 Lajeado";17;13;-;4;-;2;4;1;14;24;14;13;4;16;63;12;-;4;31;4;240
"171215 Lavandeira";1;3;-;-;-;1;-;-;3;1;-;-;1;2;12;1;-;-;6;6;37
"171240 Lizarda";2;3;2;1;-;3;-;-;3;7;5;2;-;3;39;5;-;-;14;3;92
"171245 Luzinópolis";7;5;1;1;-;5;-;-;9;3;9;6;-;8;27;3;1;1;13;5;104
"171250 Marianópolis do Tocantins";8;7;-;-;-;2;2;-;10;15;21;9;3;13;50;3;2;1;26;2;174
"171270 Mateiros";7;8;-;2;-;5;-;-;12;5;4;3;2;3;31;9;-;1;13;3;108
"171280 Maurilândia do Tocantins";3;3;-;2;-;1;-;-;6;2;5;4;-;8;32;2;1;1;18;2;90
"171320 Miracema do Tocantins";114;65;12;44;7;15;2;3;116;211;135;68;32;130;328;41;12;38;222;52;1647
"171330 Miranorte";53;62;2;5;6;7;-;-;72;87;62;20;10;43;161;13;3;12;96;23;737
"171360 Monte do Carmo";15;27;5;16;2;2;2;-;24;39;41;8;2;28;126;12;1;9;42;26;427
"171370 Monte Santo do Tocantins";1;16;1;1;-;1;2;-;10;11;15;1;2;5;26;-;-;2;14;2;110
"171395 Muricilândia";4;16;1;2;2;2;-;-;10;7;12;3;-;8;72;11;-;2;17;-;169
"171420 Natividade";18;16;5;6;2;2;4;-;36;60;38;9;3;42;110;14;6;6;38;10;425
"171430 Nazaré";58;15;3;14;9;4;1;-;15;51;40;13;5;41;74;11;-;1;16;1;372
"171488 Nova Olinda";37;38;1;8;6;5;13;1;44;41;40;15;6;25;212;26;3;9;72;2;604
"171500 Nova Rosalândia";6;5;-;3;-;1;-;-;21;11;7;4;-;8;30;1;2;1;12;6;118
"171510 Novo Acordo";15;14;-;3;-;5;-;-;16;20;10;22;9;9;77;9;-;2;29;6;246
"171515 Novo Alegre";2;15;1;-;-;-;-;-;2;3;3;1;-;3;7;1;-;-;2;2;42
"171525 Novo Jardim";5;6;-;1;-;-;-;-;2;9;10;2;3;5;27;1;-;1;11;4;87
"171550 Oliveira de Fátima";5;11;1;-;1;3;-;-;6;11;6;1;-;-;32;3;1;2;15;9;107
"172100 Palmas";647;707;65;113;200;241;54;26;698;936;895;542;205;522;4142;532;76;113;1741;347;12802
"171570 Palmeirante";7;15;-;3;2;1;-;-;12;15;14;3;2;13;64;8;-;4;17;-;180
"171380 Palmeiras do Tocantins";14;12;-;4;-;3;-;-;25;6;13;5;1;20;83;7;-;3;19;4;219
"171575 Palmeirópolis";3;7;1;3;2;5;-;-;16;41;25;2;4;29;67;8;-;1;49;4;267
"171610 Paraíso do Tocantins";81;148;15;23;28;27;8;2;148;218;268;41;37;163;655;50;20;42;287;70;2331
"171620 Paranã";29;10;6;34;7;6;1;-;44;126;59;9;7;65;150;9;-;8;75;1;646
"171630 Pau D'Arco";36;16;-;12;-;7;-;-;26;39;23;3;3;31;48;3;-;2;25;2;276
"171650 Pedro Afonso";49;32;5;31;2;22;-;-;56;91;90;9;6;58;95;20;3;7;70;7;653
"171660 Peixe";23;10;9;7;4;6;1;3;74;123;95;8;8;78;142;9;2;35;79;4;720
"171665 Pequizeiro";8;9;5;2;-;-;2;-;16;19;18;27;1;7;58;2;-;3;17;3;197
"171700 Pindorama do Tocantins";5;7;2;2;2;4;-;-;13;22;18;5;-;8;45;8;-;6;24;19;190
"171720 Piraquê";19;5;1;7;4;3;-;-;23;27;16;2;3;5;45;9;-;3;9;2;183
"171750 Pium";32;31;2;28;5;20;1;2;51;127;119;36;20;35;69;8;1;5;43;6;641
"171780 Ponte Alta do Bom Jesus";12;4;5;1;1;5;-;-;7;14;9;8;-;5;44;4;-;2;37;4;162
"171790 Ponte Alta do Tocantins";13;13;-;3;2;2;1;-;33;25;17;2;1;16;124;17;2;4;45;12;332
"171800 Porto Alegre do Tocantins";2;11;1;1;-;1;-;1;6;12;14;2;-;4;24;3;1;-;12;3;98
"171820 Porto Nacional";269;104;40;84;58;45;12;11;334;514;401;100;34;303;1201;156;19;90;597;187;4559
"171830 Praia Norte";12;7;2;2;-;-;-;-;17;9;9;9;4;33;79;7;-;-;33;13;236
"171840 Presidente Kennedy";7;6;1;2;1;3;3;-;10;9;13;2;2;5;49;-;-;3;14;2;132
"171845 Pugmil";2;6;-;2;4;2;1;1;8;12;10;14;3;11;13;-;-;-;22;2;113
"171850 Recursolândia";1;3;1;-;-;-;2;-;9;6;4;3;-;8;20;2;1;-;30;-;90
"171855 Riachinho";12;28;1;9;2;6;2;1;18;15;19;2;-;26;55;9;1;4;11;2;223
"171865 Rio da Conceição";6;1;1;1;-;2;-;-;8;10;6;3;5;4;28;6;-;-;9;2;92
"171870 Rio dos Bois";11;11;5;4;1;2;-;1;13;17;18;7;5;18;46;9;1;3;28;6;206
"171875 Rio Sono";11;14;2;-;3;4;-;-;12;15;10;30;4;7;44;7;2;2;41;5;213
"171880 Sampaio";15;4;-;1;1;-;-;-;12;8;14;5;2;13;57;3;2;1;17;5;160
"171884 Sandolândia";30;13;4;6;2;2;-;-;23;52;32;3;2;34;53;2;1;1;31;4;295
"171886 Santa Fé do Araguaia";12;15;-;3;4;-;-;1;27;16;15;8;-;14;105;16;1;10;37;-;284
"171888 Santa Maria do Tocantins";3;8;1;3;1;1;1;-;9;11;8;1;1;9;11;1;-;-;26;3;98
"171889 Santa Rita do Tocantins";2;3;1;-;2;-;-;-;8;2;12;-;1;3;21;2;-;1;13;6;77
"171890 Santa Rosa do Tocantins";6;7;-;4;1;1;-;-;13;15;23;4;1;13;75;4;-;7;26;14;214
"171900 Santa Tereza do Tocantins";8;2;-;1;-;5;-;1;11;16;9;16;2;6;59;10;-;2;29;5;182
"172000 Santa Terezinha do Tocantins";5;3;-;-;1;5;-;-;13;7;18;1;-;8;38;1;1;3;8;8;120
"172010 São Bento do Tocantins";3;4;-;2;1;1;-;-;6;8;18;5;1;10;64;6;1;1;17;4;152
"172015 São Félix do Tocantins";12;3;-;1;1;3;-;-;6;7;7;20;1;2;13;2;-;-;46;6;130
"172020 São Miguel do Tocantins";27;4;3;1;4;3;2;-;12;21;13;16;2;17;135;9;3;4;32;4;312
"172025 São Salvador do Tocantins";2;-;1;-;2;1;-;-;5;8;6;1;-;-;20;-;2;2;17;2;69
"172030 São Sebastião do Tocantins";4;12;-;1;1;-;1;-;6;4;11;4;1;17;48;-;-;-;13;5;128
"172049 São Valério";3;7;2;3;5;3;-;-;20;9;16;2;3;10;50;4;-;3;48;3;191
"172065 Silvanópolis";16;13;3;6;3;1;-;-;17;40;38;6;2;26;98;12;-;2;26;16;325
"172080 Sítio Novo do Tocantins";16;9;-;5;-;1;-;-;12;8;17;9;2;21;96;12;1;2;43;11;265
"172085 Sucupira";-;4;-;3;-;2;-;-;4;5;9;4;1;4;26;3;-;-;10;6;81
"172090 Taguatinga";17;34;1;4;1;8;1;-;35;56;23;21;6;24;120;11;1;4;51;5;423
"172093 Taipas do Tocantins";1;1;-;2;-;3;-;-;3;2;3;3;-;5;17;1;-;1;10;1;53
"172097 Talismã";12;4;2;2;2;1;-;-;9;16;14;3;3;7;38;4;1;4;24;5;151
"172110 Tocantínia";53;20;3;12;1;6;-;1;26;85;35;26;10;19;215;15;2;15;92;13;649
"172120 Tocantinópolis";112;71;20;42;33;16;9;2;127;174;130;48;12;148;530;49;7;15;111;10;1666
"172125 Tupirama";7;6;-;1;1;3;-;-;8;13;12;1;2;6;7;2;-;4;10;1;84
"172130 Tupiratins";4;4;-;-;1;1;1;-;3;6;17;1;1;4;24;1;-;-;8;-;76
"172208 Wanderlândia";29;27;2;11;7;9;-;-;38;45;34;25;3;17;148;21;6;15;52;2;491
"172210 Xambioá";129;74;19;46;5;20;3;2;101;152;95;33;9;164;156;26;2;11;90;9;1146
"210005 Açailândia";470;427;73;147;39;69;3;5;309;642;485;229;81;335;1504;239;16;63;892;368;6396
"210010 Afonso Cunha";9;1;5;1;-;-;-;-;9;9;8;10;2;14;93;12;1;1;13;-;188
"210015 Água Doce do Maranhão";38;12;-;6;5;3;1;-;23;16;29;6;1;10;129;16;1;11;45;-;352
"210020 Alcântara";73;64;7;13;5;10;3;2;55;73;71;22;14;46;128;16;3;6;82;2;695
"210030 Aldeias Altas";738;27;13;55;-;2;18;3;252;455;198;18;5;213;384;18;11;7;113;5;2535
"210040 Altamira do Maranhão";15;10;4;4;2;3;-;-;12;9;24;9;5;18;42;4;-;6;29;2;198
"210043 Alto Alegre do Maranhão";113;28;14;18;6;16;2;1;74;176;108;85;18;99;450;35;13;32;176;23;1487
"210047 Alto Alegre do Pindaré";498;53;7;73;4;23;4;6;193;244;192;14;44;158;325;16;5;117;141;4;2121
"210050 Alto Parnaíba";21;10;2;2;4;6;1;-;21;11;8;1;1;29;26;8;-;11;34;-;196
"210055 Amapá do Maranhão";6;16;2;7;-;3;-;-;7;26;30;7;-;26;112;-;-;3;37;-;282
"210060 Amarante do Maranhão";421;99;25;74;18;51;1;6;147;454;309;79;38;317;780;36;10;8;440;36;3349
"210070 Anajatuba";145;106;15;50;3;16;2;1;80;113;94;12;10;94;290;25;26;16;79;6;1183
"210080 Anapurus";124;22;4;48;1;2;-;-;56;42;71;22;4;55;292;16;7;2;53;1;822
"210083 Apicum-Açu";301;34;5;14;4;23;-;19;129;223;108;18;7;174;174;6;2;12;70;-;1323
"210087 Araguanã";413;19;4;20;3;20;-;-;51;156;69;14;10;64;117;4;-;3;29;4;1000
"210090 Araioses";321;30;15;56;15;26;1;1;99;194;60;11;8;67;386;38;6;22;102;3;1461
"210095 Arame";503;33;38;133;18;15;-;18;223;576;385;66;25;409;477;13;2;38;238;13;3223
"210100 Arari";213;87;20;70;17;7;11;2;116;176;201;25;16;133;461;14;7;19;170;19;1784
"210110 Axixá";294;33;3;29;11;2;3;8;52;246;79;46;5;124;139;9;10;2;43;-;1138
"210120 Bacabal";722;260;56;126;34;86;17;160;479;1578;959;248;160;441;926;131;25;816;721;34;7979
"210125 Bacabeira";21;53;3;7;8;6;4;-;28;38;71;19;15;40;224;28;11;9;50;4;639
"210130 Bacuri";326;12;4;27;11;20;2;5;84;210;67;17;11;112;178;9;1;13;145;2;1256
"210135 Bacurituba";18;9;-;2;2;2;-;-;9;10;19;6;2;12;41;2;-;-;22;-;156
"210140 Balsas";730;181;90;226;9;46;1;4;623;633;442;49;69;261;1109;157;26;190;535;1;5382
"210150 Barão de Grajaú";270;32;10;51;1;6;3;1;72;135;97;29;26;81;249;13;1;150;96;9;1332
"210160 Barra do Corda";341;293;24;77;7;28;2;3;183;412;514;62;51;299;1431;73;10;41;695;35;4581
"210170 Barreirinhas";149;144;22;69;17;37;8;-;144;210;301;127;41;201;1264;66;28;62;437;7;3334
"210177 Bela Vista do Maranhão";314;27;4;58;1;11;1;-;58;163;76;7;14;95;93;3;2;16;68;1;1012
"210173 Belágua";28;5;3;2;2;3;-;-;5;13;29;4;2;23;109;8;2;2;34;3;277
"210180 Benedito Leite";171;4;3;31;4;15;-;-;46;73;37;2;8;36;51;3;-;3;20;-;507
"210190 Bequimão";168;57;3;50;6;14;1;-;91;194;102;87;23;114;248;16;2;14;136;-;1326
"210193 Bernardo do Mearim";61;4;9;13;-;3;-;-;26;51;32;18;1;45;50;2;11;7;26;3;362
"210197 Boa Vista do Gurupi";22;37;-;5;-;2;1;-;7;33;27;11;2;18;145;-;1;1;42;7;361
"210200 Bom Jardim";654;106;12;118;15;21;-;1;170;434;263;45;36;237;445;13;11;30;178;8;2797
"210203 Bom Jesus das Selvas";758;63;9;59;5;14;-;-;121;194;77;34;12;112;437;43;5;11;236;25;2215
"210207 Bom Lugar";30;12;1;5;4;3;-;-;20;36;39;2;6;19;88;11;2;26;53;4;361
"210210 Brejo";688;65;5;78;10;27;2;4;212;415;167;55;16;216;478;20;6;3;115;-;2582
"210215 Brejo de Areia";7;1;1;2;2;1;-;-;7;13;29;7;1;27;73;4;-;5;46;2;228
"210220 Buriti";210;30;13;15;4;24;6;1;48;144;76;25;14;68;478;19;12;15;103;1;1306
"210230 Buriti Bravo";571;48;16;107;10;18;-;3;252;326;198;17;25;171;391;14;1;49;201;28;2446
"210232 Buriticupu";1115;102;31;130;19;60;5;-;264;368;208;157;18;335;1350;61;37;33;548;66;4907
"210235 Buritirana";48;36;6;9;-;3;-;1;31;44;53;23;4;29;183;17;1;4;78;10;580
"210237 Cachoeira Grande";62;21;5;9;2;1;-;3;24;60;46;2;3;46;114;2;2;4;14;-;420
"210240 Cajapió";36;28;5;14;3;3;1;2;36;53;76;8;3;69;129;7;1;5;67;1;547
"210250 Cajari";90;29;7;21;9;6;-;2;48;68;106;28;8;64;172;6;5;6;84;2;761
"210255 Campestre do Maranhão";80;27;5;6;-;6;-;-;33;37;55;16;4;45;94;12;-;1;76;10;507
"210260 Cândido Mendes";69;56;2;18;10;2;1;-;17;51;80;14;11;59;178;7;1;5;55;6;642
"210270 Cantanhede";447;56;3;15;12;10;2;2;83;172;225;19;8;116;196;9;4;17;103;1;1500
"210275 Capinzal do Norte";104;13;3;13;2;3;6;-;26;70;44;17;2;32;144;5;-;13;72;10;579
